time_stamp,turbine_id,wind_speed_avg,power_avg,rotor_speed_avg,gearbox_bearing_temperature_avg,ambient_temperature_avg,status_code
2024-01-01T08:00:00Z,EXT-SENVION-01,10.54,2050.0,14.05,82.94,17.56,0
2024-01-01T08:10:00Z,EXT-SENVION-01,5.25,255.1,6.98,55.45,17.83,0
2024-01-01T08:20:00Z,EXT-SENVION-01,9.55,1569.2,12.41,76.05,16.53,0
2024-01-01T08:30:00Z,EXT-SENVION-01,13.91,2074.0,16.0,81.76,17.2,0
2024-01-01T08:40:00Z,EXT-SENVION-01,8.12,948.6,10.82,66.3,17.75,0
2024-01-01T08:50:00Z,EXT-SENVION-01,15.09,2079.5,16.0,85.26,17.81,0
2024-01-01T09:00:00Z,EXT-SENVION-01,4.87,196.8,5.59,56.98,16.94,0
2024-01-01T09:10:00Z,EXT-SENVION-01,3.1,48.3,3.65,52.0,15.67,0
2024-01-01T09:20:00Z,EXT-SENVION-01,3.91,119.3,4.94,57.72,16.95,0
2024-01-01T09:30:00Z,EXT-SENVION-01,3.51,73.7,4.68,51.75,16.31,0
2024-01-01T09:40:00Z,EXT-SENVION-01,5.99,383.1,7.78,58.12,14.76,0
2024-01-01T09:50:00Z,EXT-SENVION-01,7.1,622.3,9.3,64.04,15.77,0
2024-01-01T10:00:00Z,EXT-SENVION-01,8.75,1175.4,11.58,71.3,13.62,0
2024-01-01T10:10:00Z,EXT-SENVION-01,1.28,0.0,0.0,50.86,14.55,0
2024-01-01T10:20:00Z,EXT-SENVION-01,2.57,0.0,0.0,51.79,13.19,0
2024-01-01T10:30:00Z,EXT-SENVION-01,5.98,396.8,7.83,58.42,14.01,0
2024-01-01T10:40:00Z,EXT-SENVION-01,9.65,1628.3,12.25,76.54,13.18,0
2024-01-01T10:50:00Z,EXT-SENVION-01,6.01,416.6,7.95,58.01,13.12,0
2024-01-01T11:00:00Z,EXT-SENVION-01,1.64,0.0,0.0,51.12,13.18,0
2024-01-01T11:10:00Z,EXT-SENVION-01,4.0,128.0,5.12,52.34,11.22,0
2024-01-01T11:20:00Z,EXT-SENVION-01,10.82,2050.0,14.48,81.17,11.42,0
2024-01-01T11:30:00Z,EXT-SENVION-01,9.51,1509.1,12.57,73.25,12.62,0
2024-01-01T11:40:00Z,EXT-SENVION-01,2.57,0.0,0.0,52.55,12.26,0
2024-01-01T11:50:00Z,EXT-SENVION-01,4.03,111.9,5.1,54.09,12.62,0
2024-01-01T12:00:00Z,EXT-SENVION-01,6.32,458.1,7.98,58.51,12.04,0
2024-01-01T12:10:00Z,EXT-SENVION-01,8.59,1138.9,11.36,67.22,10.64,0
2024-01-01T12:20:00Z,EXT-SENVION-01,6.46,474.5,8.53,57.53,11.51,0
2024-01-01T12:30:00Z,EXT-SENVION-01,10.82,2050.0,13.57,78.55,12.19,0
2024-01-01T12:40:00Z,EXT-SENVION-01,7.8,849.8,10.1,63.02,11.72,0
2024-01-01T12:50:00Z,EXT-SENVION-01,8.98,1275.4,11.91,67.86,10.31,0
2024-01-01T13:00:00Z,EXT-SENVION-01,10.86,2050.0,14.22,81.02,11.35,0
2024-01-01T13:10:00Z,EXT-SENVION-01,16.54,2042.4,16.0,79.52,8.81,0
2024-01-01T13:20:00Z,EXT-SENVION-01,0.99,0.0,0.0,49.64,8.32,0
2024-01-01T13:30:00Z,EXT-SENVION-01,9.3,1428.4,12.05,69.72,7.14,0
2024-01-01T13:40:00Z,EXT-SENVION-01,18.4,2049.6,16.0,81.67,9.39,0
2024-01-01T13:50:00Z,EXT-SENVION-01,17.82,2051.7,16.0,80.35,9.94,0
2024-01-01T14:00:00Z,EXT-SENVION-01,4.04,119.9,5.54,51.65,10.06,0
2024-01-01T14:10:00Z,EXT-SENVION-01,2.92,0.0,0.0,51.54,8.14,0
2024-01-01T14:20:00Z,EXT-SENVION-01,8.96,1275.2,11.66,66.51,7.36,0
2024-01-01T14:30:00Z,EXT-SENVION-01,14.34,2040.0,16.0,82.09,9.31,0
2024-01-01T14:40:00Z,EXT-SENVION-01,9.32,1464.8,11.97,72.59,7.78,0
2024-01-01T14:50:00Z,EXT-SENVION-01,10.0,1774.6,13.59,75.89,8.12,0
2024-01-01T15:00:00Z,EXT-SENVION-01,4.61,208.3,5.77,48.33,6.95,0
2024-01-01T15:10:00Z,EXT-SENVION-01,5.76,393.1,7.1,54.0,6.73,0
2024-01-01T15:20:00Z,EXT-SENVION-01,1.26,0.0,0.0,49.74,7.76,0
2024-01-01T15:30:00Z,EXT-SENVION-01,8.79,1232.0,11.9,65.51,6.42,0
2024-01-01T15:40:00Z,EXT-SENVION-01,9.25,1435.6,11.91,68.73,5.02,0
2024-01-01T15:50:00Z,EXT-SENVION-01,2.63,0.0,0.0,47.69,5.86,0
2024-01-01T16:00:00Z,EXT-SENVION-01,12.88,2046.0,16.0,79.49,5.91,0
2024-01-01T16:10:00Z,EXT-SENVION-01,4.98,241.2,6.34,49.46,5.08,0
2024-01-01T16:20:00Z,EXT-SENVION-01,0.89,0.0,0.0,48.56,7.01,0
2024-01-01T16:30:00Z,EXT-SENVION-01,6.74,539.2,8.69,56.67,6.8,0
2024-01-01T16:40:00Z,EXT-SENVION-01,9.55,1563.0,12.63,72.77,6.34,0
2024-01-01T16:50:00Z,EXT-SENVION-01,21.02,2027.3,16.0,79.24,6.53,0
2024-01-01T17:00:00Z,EXT-SENVION-01,9.07,1351.6,11.48,67.0,7.15,0
2024-01-01T17:10:00Z,EXT-SENVION-01,7.68,778.8,9.94,59.96,4.99,0
2024-01-01T17:20:00Z,EXT-SENVION-01,6.23,424.6,8.24,53.5,5.59,0
2024-01-01T17:30:00Z,EXT-SENVION-01,5.48,306.6,7.24,51.87,6.3,0
2024-01-01T17:40:00Z,EXT-SENVION-01,8.08,964.2,10.61,65.16,6.88,0
2024-01-01T17:50:00Z,EXT-SENVION-01,11.27,2050.0,14.57,79.24,5.31,0
2024-01-01T18:00:00Z,EXT-SENVION-01,5.75,328.5,7.55,51.71,6.47,0
2024-01-01T18:10:00Z,EXT-SENVION-01,17.76,2066.6,16.0,79.16,5.88,0
2024-01-01T18:20:00Z,EXT-SENVION-01,6.38,497.9,8.32,56.08,7.13,0
2024-01-01T18:30:00Z,EXT-SENVION-01,5.55,301.8,7.38,52.93,6.66,0
2024-01-01T18:40:00Z,EXT-SENVION-01,3.44,44.6,4.54,48.98,6.06,0
2024-01-01T18:50:00Z,EXT-SENVION-01,2.5,0.0,0.0,50.95,6.82,0
2024-01-01T19:00:00Z,EXT-SENVION-01,2.16,0.0,0.0,48.5,5.67,0
2024-01-01T19:10:00Z,EXT-SENVION-01,2.96,0.0,0.0,47.96,6.88,0
2024-01-01T19:20:00Z,EXT-SENVION-01,13.51,2025.1,16.0,79.3,6.2,0
2024-01-01T19:30:00Z,EXT-SENVION-01,11.45,2050.0,15.03,80.19,6.59,0
2024-01-01T19:40:00Z,EXT-SENVION-01,2.01,0.0,0.0,48.67,6.82,0
2024-01-01T19:50:00Z,EXT-SENVION-01,11.47,2050.0,15.04,78.85,6.71,0
2024-01-01T20:00:00Z,EXT-SENVION-01,10.37,1980.6,13.29,79.57,7.63,0
2024-01-01T20:10:00Z,EXT-SENVION-01,4.54,143.8,5.78,51.6,5.88,0
2024-01-01T20:20:00Z,EXT-SENVION-01,3.11,73.4,4.08,50.02,8.4,0
2024-01-01T20:30:00Z,EXT-SENVION-01,11.13,2050.0,14.75,82.84,7.74,0
2024-01-01T20:40:00Z,EXT-SENVION-01,4.68,200.9,5.94,52.58,7.82,0
2024-01-01T20:50:00Z,EXT-SENVION-01,1.74,0.0,0.0,51.08,7.52,0
2024-01-01T21:00:00Z,EXT-SENVION-01,2.05,0.0,0.0,47.56,7.76,0
2024-01-01T21:10:00Z,EXT-SENVION-01,1.48,0.0,0.0,49.15,8.04,0
2024-01-01T21:20:00Z,EXT-SENVION-01,6.76,554.1,8.96,58.52,6.2,0
2024-01-01T21:30:00Z,EXT-SENVION-01,3.65,76.9,4.49,49.64,7.49,0
2024-01-01T21:40:00Z,EXT-SENVION-01,12.69,2034.3,16.0,81.43,10.1,0
2024-01-01T21:50:00Z,EXT-SENVION-01,3.74,93.5,4.76,50.49,9.6,0
2024-01-01T22:00:00Z,EXT-SENVION-01,5.5,345.4,7.22,55.94,11.05,0
2024-01-01T22:10:00Z,EXT-SENVION-01,5.73,338.9,7.35,53.71,10.91,0
2024-01-01T22:20:00Z,EXT-SENVION-01,9.57,1556.8,12.32,72.33,9.94,0
2024-01-01T22:30:00Z,EXT-SENVION-01,4.45,201.4,5.64,52.66,9.55,0
2024-01-01T22:40:00Z,EXT-SENVION-01,5.33,271.4,6.99,57.82,11.32,0
2024-01-01T22:50:00Z,EXT-SENVION-01,7.11,629.1,9.31,60.68,9.1,0
2024-01-01T23:00:00Z,EXT-SENVION-01,10.68,2050.0,13.75,79.75,10.89,0
2024-01-01T23:10:00Z,EXT-SENVION-01,3.65,85.0,4.44,51.91,10.37,0
2024-01-01T23:20:00Z,EXT-SENVION-01,11.53,2050.0,15.17,82.38,11.61,0
2024-01-01T23:30:00Z,EXT-SENVION-01,4.95,244.2,6.55,56.67,12.58,0
2024-01-01T23:40:00Z,EXT-SENVION-01,15.44,2050.5,16.0,82.87,10.56,0
2024-01-01T23:50:00Z,EXT-SENVION-01,10.17,1917.2,13.29,81.66,12.18,0
2024-01-02T00:00:00Z,EXT-SENVION-01,3.01,60.4,3.75,50.76,12.02,0
2024-01-02T00:10:00Z,EXT-SENVION-01,9.85,1721.4,12.92,76.25,13.12,0
2024-01-02T00:20:00Z,EXT-SENVION-01,9.28,1444.2,11.8,72.57,11.73,0
2024-01-02T00:30:00Z,EXT-SENVION-01,6.62,572.1,8.36,59.77,11.97,0
2024-01-02T00:40:00Z,EXT-SENVION-01,0.6,0.0,0.0,51.99,12.7,0
2024-01-02T00:50:00Z,EXT-SENVION-01,15.49,2040.6,16.0,81.22,12.14,0
2024-01-02T01:00:00Z,EXT-SENVION-01,8.4,1067.6,10.56,68.27,14.43,0
2024-01-02T01:10:00Z,EXT-SENVION-01,12.21,2030.6,15.38,81.44,11.92,0
2024-01-02T01:20:00Z,EXT-SENVION-01,1.71,0.0,0.0,50.94,13.08,0
2024-01-02T01:30:00Z,EXT-SENVION-01,4.63,180.1,5.76,52.5,13.27,0
2024-01-02T01:40:00Z,EXT-SENVION-01,10.36,1985.7,13.27,81.78,13.7,0
2024-01-02T01:50:00Z,EXT-SENVION-01,8.01,910.6,10.72,66.44,16.5,0
2024-01-02T02:00:00Z,EXT-SENVION-01,4.58,189.6,5.65,55.97,15.58,0
2024-01-02T02:10:00Z,EXT-SENVION-01,7.35,727.9,9.71,63.79,14.62,0
2024-01-02T02:20:00Z,EXT-SENVION-01,2.01,0.0,0.0,52.36,14.02,0
2024-01-02T02:30:00Z,EXT-SENVION-01,12.15,2076.3,15.43,84.02,15.31,0
2024-01-02T02:40:00Z,EXT-SENVION-01,4.62,184.4,5.99,54.11,15.19,0
2024-01-02T02:50:00Z,EXT-SENVION-01,2.8,0.0,0.0,54.72,17.25,0
2024-01-02T03:00:00Z,EXT-SENVION-01,8.99,1283.6,11.8,75.71,17.1,0
2024-01-02T03:10:00Z,EXT-SENVION-01,10.48,2050.0,14.03,81.53,17.43,0
2024-01-02T03:20:00Z,EXT-SENVION-01,8.88,1264.3,11.67,72.35,16.21,0
2024-01-02T03:30:00Z,EXT-SENVION-01,2.18,0.0,0.0,54.32,17.01,0
2024-01-02T03:40:00Z,EXT-SENVION-01,2.5,0.0,0.0,53.71,17.15,0
2024-01-02T03:50:00Z,EXT-SENVION-01,10.66,2050.0,14.03,83.55,17.43,0
2024-01-02T04:00:00Z,EXT-SENVION-01,8.32,1049.0,10.91,64.6,16.67,0
2024-01-02T04:10:00Z,EXT-SENVION-01,6.6,512.9,8.41,61.29,17.92,0
2024-01-02T04:20:00Z,EXT-SENVION-01,6.37,454.1,8.14,62.29,18.3,0
2024-01-02T04:30:00Z,EXT-SENVION-01,7.47,748.4,10.04,62.79,17.81,0
2024-01-02T04:40:00Z,EXT-SENVION-01,5.17,261.5,6.86,57.38,18.55,0
2024-01-02T04:50:00Z,EXT-SENVION-01,10.16,1905.3,12.89,83.13,18.18,0
2024-01-02T05:00:00Z,EXT-SENVION-01,7.81,838.3,9.95,66.62,18.35,0
2024-01-02T05:10:00Z,EXT-SENVION-01,5.54,286.7,7.32,61.84,18.66,0
2024-01-02T05:20:00Z,EXT-SENVION-01,3.58,95.9,4.54,58.9,18.56,0
2024-01-02T05:30:00Z,EXT-SENVION-01,10.46,2028.1,13.65,83.38,17.97,0
2024-01-02T05:40:00Z,EXT-SENVION-01,7.48,703.5,9.71,63.31,17.99,0
2024-01-02T05:50:00Z,EXT-SENVION-01,5.14,247.3,6.47,55.17,18.01,0
2024-01-02T06:00:00Z,EXT-SENVION-01,5.88,347.8,7.74,60.36,17.71,0
2024-01-02T06:10:00Z,EXT-SENVION-01,6.4,492.3,8.39,63.37,19.5,0
2024-01-02T06:20:00Z,EXT-SENVION-01,7.61,792.3,10.06,64.53,16.38,0
2024-01-02T06:30:00Z,EXT-SENVION-01,11.05,2050.0,14.18,84.59,17.14,0
2024-01-02T06:40:00Z,EXT-SENVION-01,5.56,250.1,7.22,55.26,17.04,0
2024-01-02T06:50:00Z,EXT-SENVION-01,4.77,197.0,6.23,59.25,19.11,0
2024-01-02T07:00:00Z,EXT-SENVION-01,7.0,636.7,8.85,62.46,17.99,0
2024-01-02T07:10:00Z,EXT-SENVION-01,7.58,792.9,9.75,67.71,18.55,0
2024-01-02T07:20:00Z,EXT-SENVION-01,3.53,61.9,4.37,55.32,18.23,0
2024-01-02T07:30:00Z,EXT-SENVION-01,2.37,0.0,0.0,53.43,17.53,0
2024-01-02T07:40:00Z,EXT-SENVION-01,5.28,252.1,6.64,58.68,17.69,0
2024-01-02T07:50:00Z,EXT-SENVION-01,5.29,284.1,6.78,59.5,15.57,0
2024-01-02T08:00:00Z,EXT-SENVION-01,12.05,2058.2,15.37,83.51,17.68,0
2024-01-02T08:10:00Z,EXT-SENVION-01,3.05,56.6,4.09,54.91,17.8,0
2024-01-02T08:20:00Z,EXT-SENVION-01,4.22,167.0,5.53,57.15,17.59,0
2024-01-02T08:30:00Z,EXT-SENVION-01,11.7,2050.0,15.31,85.0,16.48,0
2024-01-02T08:40:00Z,EXT-SENVION-01,16.8,2051.5,16.0,83.78,16.08,0
2024-01-02T08:50:00Z,EXT-SENVION-01,6.37,469.9,8.19,58.03,15.11,0
2024-01-02T09:00:00Z,EXT-SENVION-01,3.28,43.8,4.21,54.1,15.02,0
2024-01-02T09:10:00Z,EXT-SENVION-01,8.6,1127.9,11.2,74.06,14.64,0
2024-01-02T09:20:00Z,EXT-SENVION-01,10.59,2050.0,14.19,83.24,16.68,0
2024-01-02T09:30:00Z,EXT-SENVION-01,5.96,365.5,7.62,58.83,15.42,0
2024-01-02T09:40:00Z,EXT-SENVION-01,12.63,2006.4,16.0,83.63,16.86,0
2024-01-02T09:50:00Z,EXT-SENVION-01,10.31,1959.7,13.19,80.84,16.62,0
2024-01-02T10:00:00Z,EXT-SENVION-01,4.11,94.3,5.51,54.86,14.95,0
2024-01-02T10:10:00Z,EXT-SENVION-01,6.61,497.1,8.56,60.67,13.71,0
2024-01-02T10:20:00Z,EXT-SENVION-01,9.21,1391.0,11.76,73.09,13.92,0
2024-01-02T10:30:00Z,EXT-SENVION-01,1.75,0.0,0.0,53.34,13.59,0
2024-01-02T10:40:00Z,EXT-SENVION-01,10.98,2050.0,14.6,81.29,12.8,0
2024-01-02T10:50:00Z,EXT-SENVION-01,8.05,920.3,10.64,67.7,13.5,0
2024-01-02T11:00:00Z,EXT-SENVION-01,3.79,103.4,5.01,51.34,12.94,0
2024-01-02T11:10:00Z,EXT-SENVION-01,9.24,1428.9,11.99,73.68,12.57,0
2024-01-02T11:20:00Z,EXT-SENVION-01,5.83,377.0,7.42,56.17,10.49,0
2024-01-02T11:30:00Z,EXT-SENVION-01,9.01,1304.1,12.04,71.91,12.82,0
2024-01-02T11:40:00Z,EXT-SENVION-01,19.57,2036.8,16.0,79.79,11.28,0
2024-01-02T11:50:00Z,EXT-SENVION-01,10.76,2050.0,13.89,81.39,13.19,0
2024-01-02T12:00:00Z,EXT-SENVION-01,9.2,1394.7,12.13,72.28,12.46,0
2024-01-02T12:10:00Z,EXT-SENVION-01,7.18,673.9,9.12,59.53,9.85,0
2024-01-02T12:20:00Z,EXT-SENVION-01,7.14,622.2,9.22,63.01,10.67,0
2024-01-02T12:30:00Z,EXT-SENVION-01,14.24,2075.0,16.0,82.08,11.2,0
2024-01-02T12:40:00Z,EXT-SENVION-01,14.61,2067.4,16.0,82.19,10.99,0
2024-01-02T12:50:00Z,EXT-SENVION-01,7.97,941.2,10.37,65.36,9.17,0
2024-01-02T13:00:00Z,EXT-SENVION-01,4.01,88.6,5.1,50.29,9.55,0
2024-01-02T13:10:00Z,EXT-SENVION-01,4.41,155.8,6.04,54.12,9.38,0
2024-01-02T13:20:00Z,EXT-SENVION-01,3.66,103.3,4.55,53.38,11.18,0
2024-01-02T13:30:00Z,EXT-SENVION-01,8.44,1063.1,10.74,66.03,9.87,0
2024-01-02T13:40:00Z,EXT-SENVION-01,4.59,149.2,5.64,49.55,8.71,0
2024-01-02T13:50:00Z,EXT-SENVION-01,3.65,109.1,4.39,52.27,11.19,0
2024-01-02T14:00:00Z,EXT-SENVION-01,1.97,0.0,0.0,47.41,7.94,0
2024-01-02T14:10:00Z,EXT-SENVION-01,12.46,2031.1,16.0,80.61,9.55,0
2024-01-02T14:20:00Z,EXT-SENVION-01,12.82,2069.4,16.0,80.23,6.56,0
2024-01-02T14:30:00Z,EXT-SENVION-01,6.5,460.3,8.31,56.88,9.41,0
2024-01-02T14:40:00Z,EXT-SENVION-01,7.54,766.1,10.03,60.16,8.92,0
2024-01-02T14:50:00Z,EXT-SENVION-01,12.83,2032.6,16.0,77.54,7.33,0
2024-01-02T15:00:00Z,EXT-SENVION-01,7.09,634.7,9.29,59.48,8.81,0
2024-01-02T15:10:00Z,EXT-SENVION-01,8.46,1098.1,10.89,64.19,5.53,0
2024-01-02T15:20:00Z,EXT-SENVION-01,6.02,391.1,7.67,54.2,7.1,0
2024-01-02T15:30:00Z,EXT-SENVION-01,9.19,1400.4,12.19,68.51,6.76,0
2024-01-02T15:40:00Z,EXT-SENVION-01,7.11,647.1,9.0,58.46,7.04,0
2024-01-02T15:50:00Z,EXT-SENVION-01,8.8,1210.6,11.38,67.84,4.25,0
2024-01-02T16:00:00Z,EXT-SENVION-01,8.2,993.9,10.8,62.88,7.27,0
2024-01-02T16:10:00Z,EXT-SENVION-01,11.63,2050.0,15.18,77.81,6.55,0
2024-01-02T16:20:00Z,EXT-SENVION-01,9.9,1721.1,12.65,71.77,5.79,0
2024-01-02T16:30:00Z,EXT-SENVION-01,7.56,752.2,10.12,60.71,7.62,0
2024-01-02T16:40:00Z,EXT-SENVION-01,7.56,803.2,9.85,60.87,6.16,0
2024-01-02T16:50:00Z,EXT-SENVION-01,3.17,37.7,3.88,49.55,7.33,0
2024-01-02T17:00:00Z,EXT-SENVION-01,3.61,105.8,4.37,51.87,7.66,0
2024-01-02T17:10:00Z,EXT-SENVION-01,6.31,407.7,8.55,54.65,5.2,0
2024-01-02T17:20:00Z,EXT-SENVION-01,6.09,388.4,7.95,54.65,6.78,0
2024-01-02T17:30:00Z,EXT-SENVION-01,9.67,1632.9,12.55,71.19,5.65,0
2024-01-02T17:40:00Z,EXT-SENVION-01,11.38,2050.0,14.53,75.64,5.11,0
2024-01-02T17:50:00Z,EXT-SENVION-01,9.9,1768.0,12.68,74.2,5.92,0
2024-01-02T18:00:00Z,EXT-SENVION-01,11.16,2050.0,14.65,79.7,6.11,0
2024-01-02T18:10:00Z,EXT-SENVION-01,5.27,252.1,6.71,52.52,5.32,0
2024-01-02T18:20:00Z,EXT-SENVION-01,7.36,714.5,9.45,56.75,4.54,0
2024-01-02T18:30:00Z,EXT-SENVION-01,9.05,1313.1,11.7,67.42,7.35,0
2024-01-02T18:40:00Z,EXT-SENVION-01,4.62,185.1,6.09,54.3,6.34,0
2024-01-02T18:50:00Z,EXT-SENVION-01,13.01,2051.6,16.0,75.73,3.52,0
2024-01-02T19:00:00Z,EXT-SENVION-01,6.85,600.4,9.16,59.64,6.39,0
2024-01-02T19:10:00Z,EXT-SENVION-01,2.75,0.0,0.0,49.35,5.33,0
2024-01-02T19:20:00Z,EXT-SENVION-01,3.59,49.3,4.29,49.72,4.69,0
2024-01-02T19:30:00Z,EXT-SENVION-01,6.04,393.7,8.08,54.68,8.3,0
2024-01-02T19:40:00Z,EXT-SENVION-01,6.02,431.9,7.89,54.82,5.67,0
2024-01-02T19:50:00Z,EXT-SENVION-01,7.35,710.4,9.89,58.13,7.1,0
2024-01-02T20:00:00Z,EXT-SENVION-01,6.34,463.5,8.08,57.25,7.52,0
2024-01-02T20:10:00Z,EXT-SENVION-01,4.22,120.3,5.58,49.72,6.66,0
2024-01-02T20:20:00Z,EXT-SENVION-01,6.29,426.6,7.94,55.12,7.67,0
2024-01-02T20:30:00Z,EXT-SENVION-01,2.72,0.0,0.0,47.92,7.44,0
2024-01-02T20:40:00Z,EXT-SENVION-01,4.77,198.5,5.96,53.68,6.54,0
2024-01-02T20:50:00Z,EXT-SENVION-01,10.24,1937.2,13.43,75.76,6.96,0
2024-01-02T21:00:00Z,EXT-SENVION-01,13.13,2049.3,16.0,79.89,7.94,0
2024-01-02T21:10:00Z,EXT-SENVION-01,14.31,2039.4,16.0,79.71,9.17,0
2024-01-02T21:20:00Z,EXT-SENVION-01,2.6,0.0,0.0,50.59,8.41,0
2024-01-02T21:30:00Z,EXT-SENVION-01,11.03,2050.0,14.21,78.98,7.18,0
2024-01-02T21:40:00Z,EXT-SENVION-01,2.59,0.0,0.0,49.91,7.55,0
2024-01-02T21:50:00Z,EXT-SENVION-01,4.69,210.0,6.07,57.68,12.01,0
2024-01-02T22:00:00Z,EXT-SENVION-01,4.81,210.7,6.22,54.32,10.97,0
2024-01-02T22:10:00Z,EXT-SENVION-01,1.99,0.0,0.0,49.25,10.21,0
2024-01-02T22:20:00Z,EXT-SENVION-01,1.08,0.0,0.0,47.96,8.6,0
2024-01-02T22:30:00Z,EXT-SENVION-01,7.51,753.1,9.77,61.22,10.1,0
2024-01-02T22:40:00Z,EXT-SENVION-01,7.54,756.4,9.72,58.31,9.47,0
2024-01-02T22:50:00Z,EXT-SENVION-01,11.32,2050.0,14.98,79.1,8.97,0
2024-01-02T23:00:00Z,EXT-SENVION-01,4.43,158.4,6.12,51.95,10.49,0
2024-01-02T23:10:00Z,EXT-SENVION-01,11.28,2050.0,14.68,79.43,9.89,0
2024-01-02T23:20:00Z,EXT-SENVION-01,12.41,2021.1,16.0,78.86,12.21,0
2024-01-02T23:30:00Z,EXT-SENVION-01,5.82,341.0,7.47,54.77,11.88,0
