farm,column_name,column_type,unit,description,is_metadata,is_sensor,is_counter,is_angle,recognized_by_rai,matched_canonical,rejection_reason
Wind Farm A,sensor_20_avg,temperature,�C,Temperature in the busbar section,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_21_avg,temperature,�C,Temperature measured by the IGBT-driver on the grid side inverter,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_22_avg,electrical,nan,Actual phase displacement,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_23_avg,electrical,A,Averaged current in phase 1,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_24_avg,electrical,A,Averaged current in phase 2,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_25_avg,electrical,A,Averaged current in phase 3,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_26_avg,electrical,Hz,Grid frequency,False,True,False,False,False,,no_canonical_slot
Wind Farm A,reactive_power_27_avg,reactive_power,kVAr,Possible grid capacitive reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,reactive_power_27_max,reactive_power,kVAr,Possible grid capacitive reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,reactive_power_27_min,reactive_power,kVAr,Possible grid capacitive reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,reactive_power_27_std,reactive_power,kVAr,Possible grid capacitive reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,reactive_power_28_avg,reactive_power,kVAr,Possible grid inductive reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,reactive_power_28_max,reactive_power,kVAr,Possible grid inductive reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,reactive_power_28_min,reactive_power,kVAr,Possible grid inductive reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,reactive_power_28_std,reactive_power,kVAr,Possible grid inductive reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,power_29_avg,power,kW,Possible grid active power,False,True,False,False,True,power_kw,n/a
Wind Farm A,power_29_max,power,kW,Possible grid active power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm A,power_29_min,power,kW,Possible grid active power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm A,power_29_std,power,kW,Possible grid active power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm A,power_30_avg,power,kW,Grid power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm A,power_30_max,power,kW,Grid power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm A,power_30_min,power,kW,Grid power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm A,power_30_std,power,kW,Grid power,False,True,False,False,False,,lost_to_higher_scoring_column_for_power_kw
Wind Farm A,sensor_31_avg,reactive_power,kVAr,Grid reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_31_max,reactive_power,kVAr,Grid reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_31_min,reactive_power,kVAr,Grid reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_31_std,reactive_power,kVAr,Grid reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_32_avg,electrical,V,Averaged voltage in phase 1,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_33_avg,electrical,V,Averaged voltage in phase 2,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_34_avg,electrical,V,Averaged voltage in phase 3,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_35_avg,temperature,�C,Temperature measured by the IGBT-driver on the rotor side inverter phase1,False,True,False,False,False,,lost_to_higher_scoring_column_for_rotor_rpm
Wind Farm A,sensor_36_avg,temperature,�C,Temperature measured by the IGBT-driver on the rotor side inverter phase2,False,True,False,False,False,,lost_to_higher_scoring_column_for_rotor_rpm
Wind Farm A,sensor_37_avg,temperature,�C,Temperature measured by the IGBT-driver on the rotor side inverter phase3,False,True,False,False,False,,lost_to_higher_scoring_column_for_rotor_rpm
Wind Farm A,sensor_38_avg,temperature,�C,Temperature in HV transformer phase L1,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_39_avg,temperature,�C,Temperature in HV transformer phase L2,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_40_avg,temperature,�C,Temperature in HV transformer phase L3,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_41_avg,temperature,�C,Temperature oil in hydraulic group,False,True,False,False,False,,no_canonical_slot
Wind Farm A,sensor_42_avg,angle,�,Nacelle direction,False,True,False,True,True,wind_direction_deg,n/a
Wind Farm A,sensor_43_avg,temperature,�C,Nacelle temperature,False,True,False,False,True,nacelle_temp_c,n/a
Wind Farm A,sensor_44,counter,Wh,Active power - generator disconnected,False,True,False,False,False,,excluded_cumulative_energy_counter
Wind Farm A,sensor_45,counter,Wh,Active power - generator connected in delta,False,True,False,False,False,,excluded_cumulative_energy_counter
Wind Farm A,sensor_46,counter,Wh,Active power - generator connected in star,False,True,False,False,False,,excluded_cumulative_energy_counter
Wind Farm A,sensor_47,counter,VArh,Reactive power - generator disconnected,False,True,False,False,False,,excluded_cumulative_energy_counter
Wind Farm A,sensor_48,counter,VArh,Reactive power - generator connected in delta,False,True,False,False,False,,excluded_cumulative_energy_counter
Wind Farm A,sensor_49,counter,VArh,Reactive power - generator connected in star,False,True,False,False,False,,excluded_cumulative_energy_counter
Wind Farm A,sensor_50,counter,Wh,Total active power,False,True,False,False,False,,excluded_cumulative_energy_counter
Wind Farm A,sensor_51,counter,VArh,Total reactive power,False,True,False,False,False,,excluded_cumulative_energy_counter
Wind Farm A,sensor_52_avg,mechanical,rpm,Rotor rpm,False,True,False,False,True,rotor_rpm,n/a
Wind Farm A,sensor_52_max,mechanical,rpm,Rotor rpm,False,True,False,False,False,,lost_to_higher_scoring_column_for_rotor_rpm
Wind Farm A,sensor_52_min,mechanical,rpm,Rotor rpm,False,True,False,False,False,,lost_to_higher_scoring_column_for_rotor_rpm
Wind Farm A,sensor_52_std,mechanical,rpm,Rotor rpm,False,True,False,False,False,,lost_to_higher_scoring_column_for_rotor_rpm
Wind Farm A,sensor_53_avg,temperature,�C,Temperature in the nose cone,False,True,False,False,False,,no_canonical_slot
Wind Farm B,time_stamp,metadata,,,True,False,False,False,True,ts,n/a
Wind Farm B,asset_id,metadata,,,True,False,False,False,True,asset_id,n/a
Wind Farm B,id,metadata,,,True,False,False,False,False,,metadata
Wind Farm B,train_test,metadata,,,True,False,False,False,False,,metadata
Wind Farm B,status_type_id,metadata,,,True,False,False,False,True,status_code,n/a
Wind Farm B,sensor_0_avg,counter,kvarh,Total negative reactive power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_0_max,counter,kvarh,Total negative reactive power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_0_min,counter,kvarh,Total negative reactive power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_0_std,counter,kvarh,Total negative reactive power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_1_avg,counter,kWh,Total negative active power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_1_max,counter,kWh,Total negative active power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_1_min,counter,kWh,Total negative active power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_1_std,counter,kWh,Total negative active power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_2_avg,counter,kvarh,Total positive reactive power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_2_max,counter,kvarh,Total positive reactive power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_2_min,counter,kvarh,Total positive reactive power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_2_std,counter,kvarh,Total positive reactive power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_3_avg,counter,kWh,Total positive active power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_3_max,counter,kWh,Total positive active power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_3_min,counter,kWh,Total positive active power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_3_std,counter,kWh,Total positive active power,False,True,True,False,False,,excluded_cumulative_energy_counter
Wind Farm B,sensor_4_avg,angle,�,Absolute wind direction,False,True,False,True,False,,lost_to_higher_scoring_column_for_wind_direction_deg
Wind Farm B,sensor_4_max,angle,�,Absolute wind direction,False,True,False,True,False,,lost_to_higher_scoring_column_for_wind_direction_deg
Wind Farm B,sensor_4_min,angle,�,Absolute wind direction,False,True,False,True,False,,lost_to_higher_scoring_column_for_wind_direction_deg
Wind Farm B,sensor_4_std,angle,�,Absolute wind direction,False,True,False,True,False,,lost_to_higher_scoring_column_for_wind_direction_deg
Wind Farm B,sensor_5_avg,other_sensor,kNm,Torque delta calculated,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_5_max,other_sensor,kNm,Torque delta calculated,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_5_min,other_sensor,kNm,Torque delta calculated,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_5_std,other_sensor,kNm,Torque delta calculated,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_6_avg,wind,m/s,Wind speed anemometer 2 calculated,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,sensor_6_max,wind,m/s,Wind speed anemometer 2 calculated,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,sensor_6_min,wind,m/s,Wind speed anemometer 2 calculated,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,sensor_6_std,wind,m/s,Wind speed anemometer 2 calculated,False,True,False,False,False,,lost_to_higher_scoring_column_for_wind_speed_ms
Wind Farm B,sensor_7_avg,other_sensor,%,Cable load,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_7_max,other_sensor,%,Cable load,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_7_min,other_sensor,%,Cable load,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_7_std,other_sensor,%,Cable load,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_8_avg,temperature,�C,Outside temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_8_max,temperature,�C,Outside temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_8_min,temperature,�C,Outside temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_8_std,temperature,�C,Outside temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_9_avg,electrical,mHz,Estimated tower natural frequency,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_9_max,electrical,mHz,Estimated tower natural frequency,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_9_min,electrical,mHz,Estimated tower natural frequency,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_9_std,electrical,mHz,Estimated tower natural frequency,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_10_avg,angle,�,Pitch angle,False,True,False,True,True,pitch_angle_deg,n/a
Wind Farm B,sensor_10_max,angle,�,Pitch angle,False,True,False,True,False,,lost_to_higher_scoring_column_for_pitch_angle_deg
Wind Farm B,sensor_10_min,angle,�,Pitch angle,False,True,False,True,False,,lost_to_higher_scoring_column_for_pitch_angle_deg
Wind Farm B,sensor_10_std,angle,�,Pitch angle,False,True,False,True,False,,lost_to_higher_scoring_column_for_pitch_angle_deg
Wind Farm B,reactive_power_11_avg,reactive_power,kvar,Reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,reactive_power_11_max,reactive_power,kvar,Reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,reactive_power_11_min,reactive_power,kvar,Reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,reactive_power_11_std,reactive_power,kvar,Reactive power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_12_avg,other_sensor,Nm,Torque estimated,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_12_max,other_sensor,Nm,Torque estimated,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_12_min,other_sensor,Nm,Torque estimated,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_12_std,other_sensor,Nm,Torque estimated,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_13_avg,electrical,V,RMS voltage L1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_13_max,electrical,V,RMS voltage L1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_13_min,electrical,V,RMS voltage L1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_13_std,electrical,V,RMS voltage L1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_14_avg,electrical,V,RMS voltage L2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_14_max,electrical,V,RMS voltage L2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_14_min,electrical,V,RMS voltage L2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_14_std,electrical,V,RMS voltage L2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_15_avg,electrical,V,RMS voltage L3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_15_max,electrical,V,RMS voltage L3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_15_min,electrical,V,RMS voltage L3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_15_std,electrical,V,RMS voltage L3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_16_avg,electrical,A,RMS current L1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_16_max,electrical,A,RMS current L1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_16_min,electrical,A,RMS current L1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_16_std,electrical,A,RMS current L1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_17_avg,electrical,A,RMS current L2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_17_max,electrical,A,RMS current L2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_17_min,electrical,A,RMS current L2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_17_std,electrical,A,RMS current L2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_18_avg,electrical,A,RMS current L3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_18_max,electrical,A,RMS current L3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_18_min,electrical,A,RMS current L3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_18_std,electrical,A,RMS current L3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_19_avg,other_sensor,rpm,Generator converter rotational peed,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_19_max,other_sensor,rpm,Generator converter rotational peed,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_19_min,other_sensor,rpm,Generator converter rotational peed,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_19_std,other_sensor,rpm,Generator converter rotational peed,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_20_avg,mechanical,rpm,Gearbox rotational speed,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_20_max,mechanical,rpm,Gearbox rotational speed,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_20_min,mechanical,rpm,Gearbox rotational speed,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_20_std,mechanical,rpm,Gearbox rotational speed,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_21_avg,angle,�,Nacelle direction,False,True,False,True,True,wind_direction_deg,n/a
Wind Farm B,sensor_21_max,angle,�,Nacelle direction,False,True,False,True,False,,lost_to_higher_scoring_column_for_wind_direction_deg
Wind Farm B,sensor_21_min,angle,�,Nacelle direction,False,True,False,True,False,,lost_to_higher_scoring_column_for_wind_direction_deg
Wind Farm B,sensor_21_std,angle,�,Nacelle direction,False,True,False,True,False,,lost_to_higher_scoring_column_for_wind_direction_deg
Wind Farm B,sensor_22_avg,temperature,�C,Hub temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_22_max,temperature,�C,Hub temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_22_min,temperature,�C,Hub temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_22_std,temperature,�C,Hub temperature,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_23_avg,electrical,Hz,Grid frequency,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_23_max,electrical,Hz,Grid frequency,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_23_min,electrical,Hz,Grid frequency,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_23_std,electrical,Hz,Grid frequency,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_24_avg,electrical,V,Grid voltage,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_24_max,electrical,V,Grid voltage,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_24_min,electrical,V,Grid voltage,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_24_std,electrical,V,Grid voltage,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_25_avg,mechanical,rpm,Rotor speed,False,True,False,False,True,rotor_rpm,n/a
Wind Farm B,sensor_25_max,mechanical,rpm,Rotor speed,False,True,False,False,False,,lost_to_higher_scoring_column_for_rotor_rpm
Wind Farm B,sensor_25_min,mechanical,rpm,Rotor speed,False,True,False,False,False,,lost_to_higher_scoring_column_for_rotor_rpm
Wind Farm B,sensor_25_std,mechanical,rpm,Rotor speed,False,True,False,False,False,,lost_to_higher_scoring_column_for_rotor_rpm
Wind Farm B,sensor_26_avg,power,kVA,Apparent power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_26_max,power,kVA,Apparent power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_26_min,power,kVA,Apparent power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_26_std,power,kVA,Apparent power,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_27_avg,electrical,A,Current,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_27_max,electrical,A,Current,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_27_min,electrical,A,Current,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_27_std,electrical,A,Current,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_28_avg,electrical,A,Motor current axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_28_max,electrical,A,Motor current axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_28_min,electrical,A,Motor current axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_28_std,electrical,A,Motor current axis 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_29_avg,electrical,A,Motor current axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_29_max,electrical,A,Motor current axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_29_min,electrical,A,Motor current axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_29_std,electrical,A,Motor current axis 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_30_avg,electrical,A,Motor current axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_30_max,electrical,A,Motor current axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_30_min,electrical,A,Motor current axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_30_std,electrical,A,Motor current axis 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_31_avg,temperature,�C,Temperature internal consumption transformer,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_31_max,temperature,�C,Temperature internal consumption transformer,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_31_min,temperature,�C,Temperature internal consumption transformer,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_31_std,temperature,�C,Temperature internal consumption transformer,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_32_avg,temperature,�C,Generator bearing temperature 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_32_max,temperature,�C,Generator bearing temperature 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_32_min,temperature,�C,Generator bearing temperature 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_32_std,temperature,�C,Generator bearing temperature 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_33_avg,temperature,�C,Generator bearing temperature 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_33_max,temperature,�C,Generator bearing temperature 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_33_min,temperature,�C,Generator bearing temperature 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_33_std,temperature,�C,Generator bearing temperature 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_34_avg,temperature,�C,Gearbox bearing temperature 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_34_max,temperature,�C,Gearbox bearing temperature 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_34_min,temperature,�C,Gearbox bearing temperature 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_34_std,temperature,�C,Gearbox bearing temperature 1,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_35_avg,temperature,�C,Gearbox bearing temperature 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_35_max,temperature,�C,Gearbox bearing temperature 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_35_min,temperature,�C,Gearbox bearing temperature 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_35_std,temperature,�C,Gearbox bearing temperature 2,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_36_avg,temperature,�C,Gearbox bearing temperature 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_36_max,temperature,�C,Gearbox bearing temperature 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_36_min,temperature,�C,Gearbox bearing temperature 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_36_std,temperature,�C,Gearbox bearing temperature 3,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_37_avg,temperature,�C,Gearbox bearing temperature 4,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_37_max,temperature,�C,Gearbox bearing temperature 4,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_37_min,temperature,�C,Gearbox bearing temperature 4,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_37_std,temperature,�C,Gearbox bearing temperature 4,False,True,False,False,False,,no_canonical_slot
Wind Farm B,sensor_38_avg,temperature,�C,Gearbox oil inlet temperature,False,True,False,False,True,gearbox_oil_temp_c,n/a
Wind Farm B,sensor_38_max,temperature,�C,Gearbox oil inlet temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_gearbox_oil_temp_c
Wind Farm B,sensor_38_min,temperature,�C,Gearbox oil inlet temperature,False,True,False,False,False,,lost_to_higher_scoring_column_for_gearbox_oil_temp_c
