farm,dataset_file,event_id,turbine_id,label,description,detector,feature_policy,n_rows,n_train,n_pred,n_event_rows,alarms_count,coverage_fbeta,accuracy,earliness_ws,max_criticality,event_detected,first_alarm_idx,first_alarm_in_window,lead_time_days
Wind Farm A,40.csv,40,turb_40,anomaly_event,,RAI_CHAMPION,care_2d,56158,51219,4939,4508,0,0.0,,0.0,0,False,,False,
Wind Farm A,42.csv,42,turb_42,anomaly_event,,RAI_CHAMPION,care_2d,53886,52303,1583,1007,0,0.0,,0.0,0,False,,False,
Wind Farm A,10.csv,10,turb_10,anomaly_event,,RAI_CHAMPION,care_2d,53592,52323,1269,981,0,0.0,,0.0,0,False,,False,
Wind Farm A,45.csv,45,turb_45,anomaly_event,,RAI_CHAMPION,care_2d,53739,52299,1440,1008,0,1.0,,0.0,0,False,,False,
Wind Farm A,84.csv,84,turb_84,anomaly_event,,RAI_CHAMPION,care_2d,53772,52335,1437,1005,0,1.0,,0.0,0,False,,False,
Wind Farm A,68.csv,68,turb_68,anomaly_event,,RAI_CHAMPION,care_common,54358,52063,2295,2014,0,0.0,,0.0,0,False,,False,
Wind Farm A,22.csv,22,turb_22,anomaly_event,,RAI_CHAMPION,care_common,53036,51888,1148,1005,0,0.0,,0.0,0,False,,False,
Wind Farm A,72.csv,72,turb_72,anomaly_event,,RAI_CHAMPION,care_common,54082,52065,2017,1009,37,0.0,,0.0,27,False,1442,False,-7.01
Wind Farm A,73.csv,73,turb_73,anomaly_event,,RAI_CHAMPION,care_common,54042,52313,1729,1009,137,0.3726,,0.0152,22,False,1333,True,-6.26
Wind Farm A,0.csv,0,turb_0,anomaly_event,,RAI_CHAMPION,care_common,54986,52148,2838,2012,520,0.0564,,0.0219,276,True,415,True,-0.88
Wind Farm A,26.csv,26,turb_26,anomaly_event,,RAI_CHAMPION,care_common,53702,52261,1441,1009,6,0.0291,,0.0001,0,False,996,True,-6.92
Wind Farm A,40.csv,40,turb_40,anomaly_event,,RAI_CHAMPION,care_common,56158,51219,4939,4508,874,0.4355,,0.1043,165,True,778,True,-4.4
Wind Farm A,42.csv,42,turb_42,anomaly_event,,RAI_CHAMPION,care_common,53886,52303,1583,1007,75,0.2691,,0.0516,6,False,528,True,-3.67
Wind Farm A,10.csv,10,turb_10,anomaly_event,,RAI_CHAMPION,care_common,53592,52323,1269,981,70,0.2341,,0.0802,0,False,143,False,1.01
Wind Farm A,45.csv,45,turb_45,anomaly_event,,RAI_CHAMPION,care_common,53739,52299,1440,1008,245,1.0,,0.2515,113,True,415,False,0.12
Wind Farm A,84.csv,84,turb_84,anomaly_event,,RAI_CHAMPION,care_common,53772,52335,1437,1005,74,1.0,,0.011,38,False,101,False,1.3
Wind Farm A,68.csv,68,turb_68,anomaly_event,,RAI_CHAMPION,care_native_semantic,54358,52063,2295,2014,0,0.0,,0.0,0,False,,False,
Wind Farm A,22.csv,22,turb_22,anomaly_event,,RAI_CHAMPION,care_native_semantic,53036,51888,1148,1005,0,0.0,,0.0,0,False,,False,
Wind Farm A,72.csv,72,turb_72,anomaly_event,,RAI_CHAMPION,care_native_semantic,54082,52065,2017,1009,37,0.0,,0.0,27,False,1442,False,-7.01
Wind Farm A,73.csv,73,turb_73,anomaly_event,,RAI_CHAMPION,care_native_semantic,54042,52313,1729,1009,137,0.3726,,0.0152,22,False,1333,True,-6.26
Wind Farm A,0.csv,0,turb_0,anomaly_event,,RAI_CHAMPION,care_native_semantic,54986,52148,2838,2012,520,0.0564,,0.0219,276,True,415,True,-0.88
Wind Farm A,26.csv,26,turb_26,anomaly_event,,RAI_CHAMPION,care_native_semantic,53702,52261,1441,1009,6,0.0291,,0.0001,0,False,996,True,-6.92
Wind Farm A,40.csv,40,turb_40,anomaly_event,,RAI_CHAMPION,care_native_semantic,56158,51219,4939,4508,874,0.4355,,0.1043,165,True,778,True,-4.4
Wind Farm A,42.csv,42,turb_42,anomaly_event,,RAI_CHAMPION,care_native_semantic,53886,52303,1583,1007,75,0.2691,,0.0516,6,False,528,True,-3.67
Wind Farm A,10.csv,10,turb_10,anomaly_event,,RAI_CHAMPION,care_native_semantic,53592,52323,1269,981,70,0.2341,,0.0802,0,False,143,False,1.01
Wind Farm A,45.csv,45,turb_45,anomaly_event,,RAI_CHAMPION,care_native_semantic,53739,52299,1440,1008,245,1.0,,0.2515,113,True,415,False,0.12
Wind Farm A,84.csv,84,turb_84,anomaly_event,,RAI_CHAMPION,care_native_semantic,53772,52335,1437,1005,74,1.0,,0.011,38,False,101,False,1.3
Wind Farm B,34.csv,34,turb_34,anomaly_event,,CARE_PAPER_IF,care_2d,56564,52531,4033,3169,238,0.1198,,0.0321,3,False,0,True,0.0
Wind Farm B,7.csv,7,turb_7,anomaly_event,,CARE_PAPER_IF,care_2d,57888,52559,5329,4465,116,0.0659,,0.013,5,False,109,False,0.24
Wind Farm B,53.csv,53,turb_53,anomaly_event,,CARE_PAPER_IF,care_2d,58607,52559,6048,6048,1390,0.5926,,0.2267,43,False,40,True,-0.28
Wind Farm B,27.csv,27,turb_27,anomaly_event,,CARE_PAPER_IF,care_2d,62268,52331,9937,8785,670,0.2912,,0.0912,7,False,1170,True,-6.12
Wind Farm B,19.csv,19,turb_19,anomaly_event,,CARE_PAPER_IF,care_2d,56274,52529,3745,2881,318,0.3667,,0.0977,7,False,0,False,1.0
Wind Farm B,77.csv,77,turb_77,anomaly_event,,CARE_PAPER_IF,care_2d,61776,52559,9217,8641,462,0.2324,,0.0547,5,False,771,True,-2.35
Wind Farm B,34.csv,34,turb_34,anomaly_event,,CARE_PAPER_IF,care_common,56564,52531,4033,3169,104,0.0414,,0.008,19,False,12,True,-0.08
Wind Farm B,7.csv,7,turb_7,anomaly_event,,CARE_PAPER_IF,care_common,57888,52559,5329,4465,412,0.0526,,0.0472,279,True,92,False,0.36
Wind Farm B,53.csv,53,turb_53,anomaly_event,,CARE_PAPER_IF,care_common,58607,52559,6048,6048,998,0.4089,,0.177,286,True,42,True,-0.29
Wind Farm B,27.csv,27,turb_27,anomaly_event,,CARE_PAPER_IF,care_common,62268,52331,9937,8785,1214,0.0986,,0.0436,826,True,510,True,-1.54
Wind Farm B,19.csv,19,turb_19,anomaly_event,,CARE_PAPER_IF,care_common,56274,52529,3745,2881,187,0.2155,,0.0527,11,False,18,False,0.88
Wind Farm B,77.csv,77,turb_77,anomaly_event,,CARE_PAPER_IF,care_common,61776,52559,9217,8641,1013,0.0747,,0.0691,780,True,0,False,3.0
Wind Farm B,34.csv,34,turb_34,anomaly_event,,CARE_PAPER_IF,care_native_semantic,56564,52531,4033,3169,542,0.2379,,0.1005,3,False,197,True,-1.37
Wind Farm B,7.csv,7,turb_7,anomaly_event,,CARE_PAPER_IF,care_native_semantic,57888,52559,5329,4465,115,0.0826,,0.024,4,False,133,False,0.08
Wind Farm B,53.csv,53,turb_53,anomaly_event,,CARE_PAPER_IF,care_native_semantic,58607,52559,6048,6048,983,0.4966,,0.1767,6,False,48,True,-0.33
Wind Farm B,27.csv,27,turb_27,anomaly_event,,CARE_PAPER_IF,care_native_semantic,62268,52331,9937,8785,1644,0.5304,,0.206,5,False,73,False,1.49
Wind Farm B,19.csv,19,turb_19,anomaly_event,,CARE_PAPER_IF,care_native_semantic,56274,52529,3745,2881,332,0.235,,0.0786,1,False,1,False,0.99
Wind Farm B,77.csv,77,turb_77,anomaly_event,,CARE_PAPER_IF,care_native_semantic,61776,52559,9217,8641,771,0.2908,,0.0676,8,False,245,False,1.3
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_COMPAT_IF,care_2d,56564,52531,4033,3169,187,0.1194,,0.044,22,False,1,True,-0.01
Wind Farm B,7.csv,7,turb_7,anomaly_event,,RAI_COMPAT_IF,care_2d,57888,52559,5329,4465,326,0.158,,0.0503,32,False,33,False,0.77
Wind Farm B,53.csv,53,turb_53,anomaly_event,,RAI_COMPAT_IF,care_2d,58607,52559,6048,6048,1189,0.5188,,0.1958,32,False,20,True,-0.14
Wind Farm B,27.csv,27,turb_27,anomaly_event,,RAI_COMPAT_IF,care_2d,62268,52331,9937,8785,965,0.305,,0.0943,35,False,112,False,1.22
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_COMPAT_IF,care_2d,56274,52529,3745,2881,180,0.2303,,0.057,4,False,38,False,0.74
Wind Farm B,77.csv,77,turb_77,anomaly_event,,RAI_COMPAT_IF,care_2d,61776,52559,9217,8641,694,0.2899,,0.083,8,False,91,False,2.37
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_COMPAT_IF,care_common,56564,52531,4033,3169,102,0.0905,,0.0229,12,False,25,True,-0.17
Wind Farm B,7.csv,7,turb_7,anomaly_event,,RAI_COMPAT_IF,care_common,57888,52559,5329,4465,514,0.1334,,0.071,298,True,10,False,0.93
Wind Farm B,53.csv,53,turb_53,anomaly_event,,RAI_COMPAT_IF,care_common,58607,52559,6048,6048,728,0.2826,,0.1329,285,True,54,True,-0.38
Wind Farm B,27.csv,27,turb_27,anomaly_event,,RAI_COMPAT_IF,care_common,62268,52331,9937,8785,1277,0.0895,,0.0387,988,True,510,True,-1.54
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_COMPAT_IF,care_common,56274,52529,3745,2881,140,0.1463,,0.0419,35,False,18,False,0.88
Wind Farm B,77.csv,77,turb_77,anomaly_event,,RAI_COMPAT_IF,care_common,61776,52559,9217,8641,1117,0.1366,,0.0786,742,True,0,False,3.0
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,56564,52531,4033,3169,254,0.1798,,0.0564,22,False,25,True,-0.17
Wind Farm B,7.csv,7,turb_7,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,57888,52559,5329,4465,148,0.0803,,0.0248,11,False,98,False,0.32
Wind Farm B,53.csv,53,turb_53,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,58607,52559,6048,6048,759,0.3426,,0.1383,108,True,54,True,-0.38
Wind Farm B,27.csv,27,turb_27,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,62268,52331,9937,8785,923,0.1998,,0.0593,191,True,123,False,1.15
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,56274,52529,3745,2881,299,0.1343,,0.0463,9,False,18,False,0.88
Wind Farm B,77.csv,77,turb_77,anomaly_event,,RAI_COMPAT_IF,care_native_semantic,61776,52559,9217,8641,980,0.2682,,0.0782,197,True,0,False,3.0
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_CHAMPION,care_2d,56564,52531,4033,3169,0,0.0,,0.0,0,False,,False,
Wind Farm B,7.csv,7,turb_7,anomaly_event,,RAI_CHAMPION,care_2d,57888,52559,5329,4465,0,0.0,,0.0,0,False,,False,
Wind Farm B,53.csv,53,turb_53,anomaly_event,,RAI_CHAMPION,care_2d,58607,52559,6048,6048,0,0.0,,0.0,0,False,,False,
Wind Farm B,27.csv,27,turb_27,anomaly_event,,RAI_CHAMPION,care_2d,62268,52331,9937,8785,0,0.0,,0.0,0,False,,False,
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_CHAMPION,care_2d,56274,52529,3745,2881,0,0.0,,0.0,0,False,,False,
Wind Farm B,77.csv,77,turb_77,anomaly_event,,RAI_CHAMPION,care_2d,61776,52559,9217,8641,0,0.0,,0.0,0,False,,False,
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_CHAMPION,care_common,56564,52531,4033,3169,19,0.0016,,0.0008,17,False,206,True,-1.43
Wind Farm B,7.csv,7,turb_7,anomaly_event,,RAI_CHAMPION,care_common,57888,52559,5329,4465,238,0.0047,,0.0307,112,True,135,False,0.06
Wind Farm B,53.csv,53,turb_53,anomaly_event,,RAI_CHAMPION,care_common,58607,52559,6048,6048,299,0.024,,0.0651,235,True,56,True,-0.39
Wind Farm B,27.csv,27,turb_27,anomaly_event,,RAI_CHAMPION,care_common,62268,52331,9937,8785,1015,0.0036,,0.0118,852,True,511,True,-1.55
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_CHAMPION,care_common,56274,52529,3745,2881,21,0.0,,0.0018,11,False,19,False,0.87
Wind Farm B,77.csv,77,turb_77,anomaly_event,,RAI_CHAMPION,care_common,61776,52559,9217,8641,723,0.0101,,0.0386,420,True,0,False,3.0
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_CHAMPION,care_native_semantic,56564,52531,4033,3169,19,0.0016,,0.0008,17,False,206,True,-1.43
Wind Farm B,7.csv,7,turb_7,anomaly_event,,RAI_CHAMPION,care_native_semantic,57888,52559,5329,4465,238,0.0047,,0.0307,112,True,135,False,0.06
Wind Farm B,53.csv,53,turb_53,anomaly_event,,RAI_CHAMPION,care_native_semantic,58607,52559,6048,6048,299,0.024,,0.0651,235,True,56,True,-0.39
Wind Farm B,27.csv,27,turb_27,anomaly_event,,RAI_CHAMPION,care_native_semantic,62268,52331,9937,8785,1015,0.0036,,0.0118,852,True,511,True,-1.55
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_CHAMPION,care_native_semantic,56274,52529,3745,2881,21,0.0,,0.0018,11,False,19,False,0.87
Wind Farm B,77.csv,77,turb_77,anomaly_event,,RAI_CHAMPION,care_native_semantic,61776,52559,9217,8641,723,0.0101,,0.0386,420,True,0,False,3.0
Wind Farm C,55.csv,55,turb_55,anomaly_event,,CARE_PAPER_IF,care_2d,55753,52560,3193,2473,303,0.2994,,0.1204,10,False,43,False,1.7
Wind Farm C,81.csv,81,turb_81,anomaly_event,,CARE_PAPER_IF,care_2d,53932,52560,1372,364,142,0.523,,0.2855,8,False,258,True,-0.79
Wind Farm C,47.csv,47,turb_47,anomaly_event,,CARE_PAPER_IF,care_2d,53993,52416,1577,713,432,0.0735,,0.0248,10,False,531,True,-3.69
Wind Farm C,12.csv,12,turb_12,anomaly_event,,CARE_PAPER_IF,care_2d,56107,52560,3547,3259,289,0.2874,,0.0596,3,False,164,True,-1.14
Wind Farm C,4.csv,4,turb_4,anomaly_event,,CARE_PAPER_IF,care_2d,56449,52560,3889,2737,215,0.2962,,0.0699,1,False,470,True,-0.26
Wind Farm C,18.csv,18,turb_18,anomaly_event,,CARE_PAPER_IF,care_2d,52848,51120,1728,576,277,0.3186,,0.0301,116,True,81,False,1.44
Wind Farm C,28.csv,28,turb_28,anomaly_event,,CARE_PAPER_IF,care_2d,55918,52560,3358,2926,300,0.2729,,0.0472,36,False,7,False,0.95
Wind Farm C,39.csv,39,turb_39,anomaly_event,,CARE_PAPER_IF,care_2d,53727,52560,1167,735,93,0.0,,0.0249,8,False,0,False,2.0
Wind Farm C,66.csv,66,turb_66,anomaly_event,,CARE_PAPER_IF,care_2d,53503,51696,1807,943,263,0.0946,,0.1698,52,False,0,True,0.0
Wind Farm C,15.csv,15,turb_15,anomaly_event,,CARE_PAPER_IF,care_2d,54433,51696,2737,2449,313,0.4169,,0.1085,2,False,177,False,0.77
Wind Farm C,78.csv,78,turb_78,anomaly_event,,CARE_PAPER_IF,care_2d,53146,52560,586,298,37,0.4397,,0.1076,0,False,168,True,-1.17
Wind Farm C,79.csv,79,turb_79,anomaly_event,,CARE_PAPER_IF,care_2d,53281,52560,721,289,22,0.0,,0.0,0,False,62,False,0.57
Wind Farm C,30.csv,30,turb_30,anomaly_event,,CARE_PAPER_IF,care_2d,56111,52560,3551,3263,971,0.2832,,0.2389,285,True,95,True,-0.66
Wind Farm C,33.csv,33,turb_33,anomaly_event,,CARE_PAPER_IF,care_2d,55873,52560,3313,2881,990,0.655,,0.3114,120,True,61,False,1.58
Wind Farm C,11.csv,11,turb_11,anomaly_event,,CARE_PAPER_IF,care_2d,56437,52416,4021,3157,1298,0.75,,0.3965,232,True,6,True,-0.04
