farm,event_id,label,description,n_rows,n_train,n_prediction,n_event_window_rows,n_predicted_anomalous,coverage_fbeta,accuracy,earliness,max_criticality,event_detected,model
Wind Farm C,5,anomaly_event,WEC in failure - current measurement own consumption,52795,52128,667,523,201,0.19834710743801653,,0.22089295488310265,56,False,isolation_forest
Wind Farm C,90,anomaly_event,COMMUNICATION FAULT BK1120 IN NC300 A2,54880,52560,2320,1744,133,0.12605042016806722,,0.038692063904312,37,False,isolation_forest
Wind Farm C,70,anomaly_event,"21002 : Axis 1 DC-link voltage low, batt",56038,52560,3478,2902,211,0.252025202520252,,0.07366035612748387,12,False,isolation_forest
Wind Farm C,35,anomaly_event,"Turbine had several short standstills (max 8min) with failure ""Schwingungen Umrichter Drehmomenten Level 1""",52615,51408,1207,919,61,0.25915996425379806,,0.07250253754138328,2,False,isolation_forest
Wind Farm C,76,anomaly_event,WEC in failure with pitch battery issues - rewiring,52086,51264,822,246,234,0.3634361233480176,,0.3769522163886489,45,False,isolation_forest
Wind Farm C,55,anomaly_event,Harting plug Nacelle/HUB damaged + NCR20_HUB: Wiring blade control system,55753,52560,3193,2473,36,0.0659208949260887,,0.01941224049609059,1,False,zscore_threshold
Wind Farm C,81,anomaly_event,"Converter Failure from 17.11 12:30 - 18.11. 13:57, Fuse Filter Supply ",53932,52560,1372,364,48,0.6036745406824147,,0.17316782482223658,2,False,zscore_threshold
Wind Farm C,47,anomaly_event,"Failure due to Rotorbrake and Hydraulic problemes - Hydraulic pump A disabeld, 2h later turbine back in production - Data shows anomaly in temp_hydraulic_oil_tank_1_average until 15.01.2023",53993,52416,1577,713,27,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,12,anomaly_event,"10115 : Oil level error, two-pump mode + Oil Leakage Gear Oil Supply + 12019: Rotor brake B cannot be closed + P20_yaw carbon brush damaged",56107,52560,3547,3259,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,4,anomaly_event,23020 : Axis 3 not ready-to-operate,56449,52560,3889,2737,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,18,anomaly_event,We had some failures (störung 24VAC Versorgung Rotorbremse) on the 16th in the afternoon. From 17th onwards a longer standstill where we don't know the root cause to. ,52848,51120,1728,576,10,0.0,,0.0005881026037638566,3,False,zscore_threshold
Wind Farm C,28,anomaly_event,P20_spinner_carbonbrush defekt + P20_Accumulators_hydraulic system,55918,52560,3358,2926,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,39,anomaly_event,15004 : Safety chain relay open + 93005 : Gear oil cooler bypass valve,53727,52560,1167,735,5,0.0,,0.006809516509492278,4,False,zscore_threshold
Wind Farm C,66,anomaly_event,"Pitchfailure - defect Beckhoffcard, Axis 2, rectified on 23/01 - Anomalie liegt aber länger an als der Fehler, Batterien waren ok",53503,51696,1807,943,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,15,anomaly_event,Randomn small failures regarding pitch resulting in a longer standstill due to a defect pitch encoder (26/02),54433,51696,2737,2449,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,78,anomaly_event,P20_Grounding role brake disc + P20_cover-lightning-main-cabinet-hub,53146,52560,586,298,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,79,anomaly_event,Communication fault BK1120 in NC300,53281,52560,721,289,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,33,anomaly_event,P20_Blade3_Grease Collector missing,55873,52560,3313,2881,76,0.17061611374407584,,0.035177042351307565,3,False,zscore_threshold
Wind Farm C,11,anomaly_event,P20_DGUV-v3 RCD 28F1 NC310 defective + 0 : P20_Blades_Cabinet Caps missing,56437,52416,4021,3157,205,0.2418426103646833,,0.051500904062324764,23,False,zscore_threshold
Wind Farm C,44,anomaly_event,Valve in water cooling system was left in wrong position after maintenance actions on 05-08-2020,63003,52560,10443,9435,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,49,anomaly_event,Failure 2023-04-05 03:30 - defective coupling between gear oil pump and motor,53014,51408,1606,598,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,31,anomaly_event,Communication and Pitchfailure - slip ring and Beckhoff card,54589,52560,2029,1021,13,0.0,,0.015676028739386023,9,False,zscore_threshold
Wind Farm C,67,anomaly_event,Turbine has some issues with overpressure on the main transformer,61489,52560,8929,8353,105,0.046751094804118834,,0.01016297362532717,8,False,zscore_threshold
Wind Farm C,9,anomaly_event,PENDING19_PREV_YAW_Grease pump defective,56029,52560,3469,3037,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,91,anomaly_event,23020 : Axis 3 not ready-to-operate,56608,52560,4048,2896,59,0.009307520476545048,,0.002234693384162402,3,False,zscore_threshold
Wind Farm C,5,anomaly_event,WEC in failure - current measurement own consumption,52795,52128,667,523,37,0.0,,0.06173273907264055,22,False,zscore_threshold
Wind Farm C,90,anomaly_event,COMMUNICATION FAULT BK1120 IN NC300 A2,54880,52560,2320,1744,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,70,anomaly_event,"21002 : Axis 1 DC-link voltage low, batt",56038,52560,3478,2902,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,35,anomaly_event,"Turbine had several short standstills (max 8min) with failure ""Schwingungen Umrichter Drehmomenten Level 1""",52615,51408,1207,919,0,0.0,,0.0,0,False,zscore_threshold
Wind Farm C,16,anomaly_event,WEC in failure - hub battery charger defect,53568,51264,2304,2160,89,0.0,,0.022911948390638943,56,False,zscore_threshold
Wind Farm C,76,anomaly_event,WEC in failure with pitch battery issues - rewiring,52086,51264,822,246,21,0.0,,0.0,16,False,zscore_threshold
