farm,event_id,label,description,n_rows,n_train,n_prediction,n_event_window_rows,n_predicted_anomalous,coverage_fbeta,accuracy,earliness,max_criticality,event_detected,model
Wind Farm C,37,normal_behavior,,53713,51264,2449,0,319,,0.872366790582404,,7,False,isolation_forest
Wind Farm C,29,normal_behavior,,54865,52560,2305,0,345,,0.8496932515337423,,1,False,isolation_forest
Wind Farm C,1,normal_behavior,,53569,51408,2161,0,250,,0.8873173031588873,,3,False,isolation_forest
Wind Farm C,20,normal_behavior,,54001,51408,2593,0,39,,0.9843499197431782,,0,False,isolation_forest
Wind Farm C,60,normal_behavior,,54433,51984,2449,0,1149,,0.5420875420875421,,54,False,isolation_forest
Wind Farm C,85,normal_behavior,,52417,50832,1585,0,95,,0.9391415759128764,,0,False,zscore_threshold
Wind Farm C,54,normal_behavior,,55585,52560,3025,0,320,,0.9006085192697769,,14,False,zscore_threshold
Wind Farm C,64,normal_behavior,,54433,52560,1873,0,21,,0.9891657638136512,,1,False,zscore_threshold
Wind Farm C,65,normal_behavior,,55918,52560,3358,0,91,,0.9734939759036144,,2,False,zscore_threshold
Wind Farm C,93,normal_behavior,,55873,52560,3313,0,7,,1.0,,7,False,zscore_threshold
Wind Farm C,41,normal_behavior,,55666,51408,4258,0,49,,0.98854415274463,,1,False,zscore_threshold
Wind Farm C,58,normal_behavior,,54433,52560,1873,0,1,,0.9994614970382337,,0,False,zscore_threshold
Wind Farm C,89,normal_behavior,,54577,51840,2737,0,97,,0.9656573116691285,,4,False,zscore_threshold
Wind Farm C,59,normal_behavior,,54865,52128,2737,0,12,,0.9955817378497791,,0,False,zscore_threshold
Wind Farm C,80,normal_behavior,,54913,52560,2353,0,10,,0.9961340206185567,,1,False,zscore_threshold
Wind Farm C,37,normal_behavior,,53713,51264,2449,0,93,,0.9648905410987195,,7,False,zscore_threshold
Wind Farm C,29,normal_behavior,,54865,52560,2305,0,79,,0.9658194566170026,,1,False,zscore_threshold
Wind Farm C,1,normal_behavior,,53569,51408,2161,0,7,,0.9966996699669967,,0,False,zscore_threshold
Wind Farm C,60,normal_behavior,,54433,51984,2449,0,223,,0.9217171717171717,,30,False,zscore_threshold
