turbine_id,category,start,code,message,pre_rows,event_rows,post_rows,statistical_z_pre_rate,statistical_z_event_rate,statistical_z_post_rate,statistical_z_event_detected,isolation_forest_pre_rate,isolation_forest_event_rate,isolation_forest_post_rate,isolation_forest_event_detected,rai_champion_pre_rate,rai_champion_event_rate,rai_champion_post_rate,rai_champion_event_detected
Kelmarsh-2,Forced outage,2019-11-04T11:17:03+00:00,21,Manual stop - remote,36,34,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.05555555555555555,0.058823529411764705,0.08333333333333333,True
Kelmarsh-2,Forced outage,2019-11-04T16:59:08+00:00,3000,Frequency converter not ready,36,0,36,0.0,,0.0,False,0.0,,0.0,False,0.05555555555555555,,0.08333333333333333,False
Kelmarsh-2,Forced outage,2019-11-04T17:00:34+00:00,3000,Frequency converter not ready,36,0,36,0.0,,0.0,False,0.0,,0.0,False,0.08333333333333333,,0.05555555555555555,False
Kelmarsh-2,Forced outage,2019-11-04T17:03:39+00:00,3000,Frequency converter not ready,36,0,36,0.0,,0.0,False,0.0,,0.0,False,0.08333333333333333,,0.05555555555555555,False
Kelmarsh-2,Forced outage,2019-11-04T17:07:39+00:00,3000,Frequency converter not ready,36,0,36,0.0,,0.0,False,0.0,,0.0,False,0.08333333333333333,,0.05555555555555555,False
Kelmarsh-2,Scheduled Maintenance,2019-11-15T10:35:50+00:00,25,Manual stop without login,36,1,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False
Kelmarsh-2,Forced outage,2019-11-20T10:53:30+00:00,21,Manual stop - remote,36,53,36,0.0,0.0,0.0,False,0.0,0.6037735849056604,0.0,True,0.0,1.0,0.05555555555555555,True
Kelmarsh-2,Forced outage,2019-11-20T12:29:03+00:00,2550,Overload generator fan 1,36,31,36,0.0,0.0,0.0,False,0.0,0.6129032258064516,0.3611111111111111,True,0.25,1.0,0.4166666666666667,True
Kelmarsh-2,Forced outage,2019-11-20T12:29:04+00:00,2650,Overload generator fan 2,36,31,36,0.0,0.0,0.0,False,0.0,0.6129032258064516,0.3611111111111111,True,0.25,1.0,0.4166666666666667,True
Kelmarsh-2,Forced outage,2019-11-20T12:29:04+00:00,2655,Overload generator fan 3,36,31,36,0.0,0.0,0.0,False,0.0,0.6129032258064516,0.3611111111111111,True,0.25,1.0,0.4166666666666667,True
Kelmarsh-2,Scheduled Maintenance,2019-11-21T11:23:26+00:00,20,Manual stop - on site,36,6,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,1.0,0.027777777777777776,True
Kelmarsh-2,Forced outage,2019-12-04T13:59:03+00:00,21,Manual stop - remote,36,3,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.6666666666666666,0.05555555555555555,True
Kelmarsh-3,Forced outage,2019-09-27T18:23:31+00:00,4520,Tower oscillation X level 1,36,1,36,0.027777777777777776,0.0,0.0,False,0.0,0.0,0.0,False,0.0,1.0,0.027777777777777776,True
Kelmarsh-3,Scheduled Maintenance,2019-10-02T07:37:22+00:00,20,Manual stop - on site,36,10,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.9,0.027777777777777776,True
Kelmarsh-3,Forced outage,2019-11-04T11:18:14+00:00,21,Manual stop - remote,36,34,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.027777777777777776,0.058823529411764705,0.027777777777777776,True
Kelmarsh-3,Forced outage,2019-11-05T10:01:23+00:00,21,Manual stop - remote,36,32,36,0.0,0.0,0.0,False,0.027777777777777776,0.09375,0.027777777777777776,True,0.0,0.09375,0.05555555555555555,True
Kelmarsh-3,Forced outage,2019-11-05T15:26:35+00:00,3000,Frequency converter not ready,36,1,36,0.0,0.0,0.0,False,0.1111111111111111,1.0,0.0,True,0.08333333333333333,1.0,0.027777777777777776,True
Kelmarsh-3,Scheduled Maintenance,2019-11-20T11:19:49+00:00,20,Manual stop - on site,36,7,36,0.0,0.0,0.0,False,0.0,0.5714285714285714,0.0,True,0.0,0.8571428571428571,0.027777777777777776,True
Kelmarsh-3,Forced outage,2019-11-20T18:34:18+00:00,4540,Tower oscillation X level 2,36,2,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.5,0.027777777777777776,True
Kelmarsh-3,Scheduled Maintenance,2019-11-21T15:15:13+00:00,20,Manual stop - on site,36,28,36,0.0,0.0,0.0,False,0.0,0.9642857142857143,0.0,True,0.0,1.0,0.027777777777777776,True
Kelmarsh-3,Forced outage,2019-11-21T16:37:18+00:00,2550,Overload generator fan 1,36,17,36,0.0,0.0,0.0,False,0.2222222222222222,1.0,0.05555555555555555,True,0.2222222222222222,1.0,0.1111111111111111,True
Kelmarsh-3,Forced outage,2019-11-21T16:37:18+00:00,2650,Overload generator fan 2,36,17,36,0.0,0.0,0.0,False,0.2222222222222222,1.0,0.05555555555555555,True,0.2222222222222222,1.0,0.1111111111111111,True
Kelmarsh-3,Forced outage,2019-11-21T16:37:19+00:00,2655,Overload generator fan 3,36,17,36,0.0,0.0,0.0,False,0.2222222222222222,1.0,0.05555555555555555,True,0.2222222222222222,1.0,0.1111111111111111,True
Kelmarsh-3,Forced outage,2019-12-08T05:50:40+00:00,6120,Uncontrolled yaw movement,36,0,36,0.1388888888888889,,0.0,False,0.1388888888888889,,0.0,False,0.0,,0.0,False
Kelmarsh-3,Forced outage,2019-12-10T10:02:25+00:00,21,Manual stop - remote,36,10,36,0.027777777777777776,1.0,0.9444444444444444,True,0.05555555555555555,1.0,0.5555555555555556,True,0.0,1.0,0.3333333333333333,True
Kelmarsh-3,Forced outage,2019-12-11T10:10:36+00:00,21,Manual stop - remote,36,24,36,0.0,0.0,0.0,False,0.027777777777777776,0.625,0.0,True,0.0,1.0,0.0,True
Kelmarsh-3,Forced outage,2019-12-11T11:15:31+00:00,2550,Overload generator fan 1,36,10,36,0.0,0.0,0.0,False,0.19444444444444445,0.7,0.05555555555555555,True,0.16666666666666666,1.0,0.2222222222222222,True
Kelmarsh-3,Forced outage,2019-12-11T11:15:32+00:00,2650,Overload generator fan 2,36,10,36,0.0,0.0,0.0,False,0.19444444444444445,0.7,0.05555555555555555,True,0.16666666666666666,1.0,0.2222222222222222,True
Kelmarsh-3,Forced outage,2019-12-11T11:15:33+00:00,2655,Overload generator fan 3,36,10,36,0.0,0.0,0.0,False,0.19444444444444445,0.7,0.05555555555555555,True,0.16666666666666666,1.0,0.2222222222222222,True
Kelmarsh-3,Scheduled Maintenance,2019-12-18T15:01:58+00:00,25,Manual stop without login,36,3,36,0.0,0.0,0.0,False,0.0,1.0,0.0,True,0.0,0.6666666666666666,0.027777777777777776,True
Kelmarsh-4,Forced outage,2019-11-04T11:19:45+00:00,21,Manual stop - remote,36,30,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False
Kelmarsh-4,Forced outage,2019-11-04T16:21:40+00:00,3000,Frequency converter not ready,36,0,36,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
Kelmarsh-4,Forced outage,2019-11-04T16:25:40+00:00,3000,Frequency converter not ready,36,0,36,0.0,,0.0,False,0.0,,0.0,False,0.0,,0.0,False
Kelmarsh-4,Forced outage,2019-11-04T16:29:48+00:00,3000,Frequency converter not ready,36,1,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False
Kelmarsh-4,Forced outage,2019-11-09T07:29:07+00:00,6620,Vane defect,36,1,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.08333333333333333,1.0,0.027777777777777776,True
Kelmarsh-4,Forced outage,2019-11-14T15:33:45+00:00,100,Safety chain open,36,3,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,1.0,0.16666666666666666,True
Kelmarsh-4,Forced outage,2019-11-14T16:44:03+00:00,100,Safety chain open,36,0,36,0.0,,0.0,False,0.0,,0.0,False,0.1111111111111111,,0.1388888888888889,False
Kelmarsh-4,Forced outage,2019-11-14T18:27:11+00:00,100,Safety chain open,36,5,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.1111111111111111,0.8,0.027777777777777776,True
Kelmarsh-4,Scheduled Maintenance,2019-11-20T14:36:27+00:00,20,Manual stop - on site,36,8,36,0.0,0.0,0.0,False,0.0,1.0,0.0,True,0.0,1.0,0.027777777777777776,True
Kelmarsh-4,Forced outage,2019-12-04T14:38:28+00:00,21,Manual stop - remote,36,1,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False
Kelmarsh-4,Scheduled Maintenance,2019-12-12T10:31:52+00:00,20,Manual stop - on site,36,33,36,0.0,0.0,0.0,False,0.027777777777777776,1.0,0.027777777777777776,True,0.0,1.0,0.05555555555555555,True
Kelmarsh-4,Forced outage,2019-12-12T12:18:22+00:00,2550,Overload generator fan 1,36,21,36,0.0,0.0,0.0,False,0.3055555555555556,1.0,0.08333333333333333,True,0.2777777777777778,1.0,0.1111111111111111,True
Kelmarsh-4,Forced outage,2019-12-12T12:18:23+00:00,2650,Overload generator fan 2,36,21,36,0.0,0.0,0.0,False,0.3055555555555556,1.0,0.08333333333333333,True,0.2777777777777778,1.0,0.1111111111111111,True
Kelmarsh-4,Forced outage,2019-12-12T12:18:23+00:00,2655,Overload generator fan 3,36,21,36,0.0,0.0,0.0,False,0.3055555555555556,1.0,0.08333333333333333,True,0.2777777777777778,1.0,0.1111111111111111,True
Kelmarsh-4,Scheduled Maintenance,2019-12-18T11:32:26+00:00,20,Manual stop - on site,36,32,36,0.0,0.0,0.0,False,0.0,1.0,0.0,True,0.0,1.0,0.027777777777777776,True
Kelmarsh-4,Forced outage,2019-12-18T12:14:35+00:00,2550,Overload generator fan 1,36,13,36,0.0,0.0,0.0,False,0.1111111111111111,1.0,0.4166666666666667,True,0.1111111111111111,1.0,0.4444444444444444,True
Kelmarsh-4,Forced outage,2019-12-18T12:14:35+00:00,2650,Overload generator fan 2,36,13,36,0.0,0.0,0.0,False,0.1111111111111111,1.0,0.4166666666666667,True,0.1111111111111111,1.0,0.4444444444444444,True
Kelmarsh-4,Forced outage,2019-12-18T12:14:35+00:00,2655,Overload generator fan 3,36,13,36,0.0,0.0,0.0,False,0.1111111111111111,1.0,0.4166666666666667,True,0.1111111111111111,1.0,0.4444444444444444,True
Kelmarsh-5,Forced outage,2019-11-04T11:20:34+00:00,21,Manual stop - remote,36,33,36,0.0,0.0,0.0,False,0.0,0.0,0.027777777777777776,False,0.0,0.06060606060606061,1.0,True
Kelmarsh-5,Forced outage,2019-11-05T15:07:39+00:00,3000,Frequency converter not ready,36,3,36,0.0,0.0,0.0,False,0.16666666666666666,1.0,0.0,True,0.2222222222222222,0.6666666666666666,0.027777777777777776,True
Kelmarsh-5,Scheduled Maintenance,2019-11-20T09:24:48+00:00,20,Manual stop - on site,36,9,36,0.0,0.0,0.0,False,0.0,1.0,0.0,True,0.0,1.0,0.027777777777777776,True
Kelmarsh-5,Scheduled Maintenance,2019-12-19T11:24:50+00:00,20,Manual stop - on site,36,24,36,0.0,0.0,0.0,False,0.0,1.0,0.027777777777777776,True,0.0,1.0,0.08333333333333333,True
Kelmarsh-5,Forced outage,2019-12-19T12:49:55+00:00,2550,Overload generator fan 1,36,12,36,0.0,0.0,0.0,False,0.2222222222222222,1.0,0.1388888888888889,True,0.2222222222222222,1.0,0.19444444444444445,True
Kelmarsh-5,Forced outage,2019-12-19T12:49:59+00:00,2650,Overload generator fan 2,36,12,36,0.0,0.0,0.0,False,0.2222222222222222,1.0,0.1388888888888889,True,0.2222222222222222,1.0,0.19444444444444445,True
Kelmarsh-5,Forced outage,2019-12-19T12:50:01+00:00,2655,Overload generator fan 3,36,11,36,0.0,0.0,0.0,False,0.25,1.0,0.1388888888888889,True,0.25,1.0,0.19444444444444445,True
Kelmarsh-5,Scheduled Maintenance,2019-12-19T15:31:55+00:00,20,Manual stop - on site,36,1,36,0.0,0.0,0.0,False,0.6944444444444444,0.0,0.0,False,0.6944444444444444,1.0,0.027777777777777776,True
Kelmarsh-6,Scheduled Maintenance,2019-08-08T16:49:36+00:00,20,Manual stop - on site,36,12,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.9166666666666666,0.027777777777777776,True
Kelmarsh-6,Scheduled Maintenance,2019-08-20T08:14:54+00:00,20,Manual stop - on site,36,9,36,0.0,0.0,0.0,False,0.0,0.0,0.027777777777777776,False,0.0,1.0,1.0,True
Kelmarsh-6,Forced outage,2019-08-20T08:29:32+00:00,2650,Overload generator fan 2,36,8,36,0.0,0.0,0.0,False,0.0,0.0,0.027777777777777776,False,0.027777777777777776,1.0,1.0,True
Kelmarsh-6,Forced outage,2019-08-20T08:29:32+00:00,2550,Overload generator fan 1,36,8,36,0.0,0.0,0.0,False,0.0,0.0,0.027777777777777776,False,0.027777777777777776,1.0,1.0,True
Kelmarsh-6,Forced outage,2019-08-20T08:29:35+00:00,2655,Overload generator fan 3,36,8,36,0.0,0.0,0.0,False,0.0,0.0,0.027777777777777776,False,0.027777777777777776,1.0,1.0,True
Kelmarsh-6,Scheduled Maintenance,2019-08-20T09:55:10+00:00,20,Manual stop - on site,36,61,36,0.0,0.0,0.0,False,0.0,0.01639344262295082,0.0,True,0.2777777777777778,1.0,0.08333333333333333,True
Kelmarsh-6,Forced outage,2019-08-20T09:58:47+00:00,2655,Overload generator fan 3,36,13,36,0.0,0.0,0.0,False,0.0,0.07692307692307693,0.0,True,0.2777777777777778,1.0,1.0,True
Kelmarsh-6,Forced outage,2019-08-20T09:58:47+00:00,2550,Overload generator fan 1,36,13,36,0.0,0.0,0.0,False,0.0,0.07692307692307693,0.0,True,0.2777777777777778,1.0,1.0,True
Kelmarsh-6,Forced outage,2019-08-20T09:58:48+00:00,2650,Overload generator fan 2,36,13,36,0.0,0.0,0.0,False,0.0,0.07692307692307693,0.0,True,0.2777777777777778,1.0,1.0,True
Kelmarsh-6,Forced outage,2019-08-20T12:12:07+00:00,2550,Overload generator fan 1,36,46,36,0.0,0.0,0.0,False,0.027777777777777776,0.0,0.0,False,0.6666666666666666,1.0,0.1111111111111111,True
Kelmarsh-6,Forced outage,2019-08-20T12:12:07+00:00,2650,Overload generator fan 2,36,46,36,0.0,0.0,0.0,False,0.027777777777777776,0.0,0.0,False,0.6666666666666666,1.0,0.1111111111111111,True
Kelmarsh-6,Forced outage,2019-08-20T12:12:07+00:00,2655,Overload generator fan 3,36,46,36,0.0,0.0,0.0,False,0.027777777777777776,0.0,0.0,False,0.6666666666666666,1.0,0.1111111111111111,True
Kelmarsh-6,Scheduled Maintenance,2019-08-20T20:05:52+00:00,20,Manual stop - on site,36,2,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,1.0,1.0,0.027777777777777776,True
Kelmarsh-6,Forced outage,2019-09-01T21:18:09+00:00,3585,Maximum grid frequency,36,3,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.3333333333333333,0.027777777777777776,True
Kelmarsh-6,Forced outage,2019-10-07T22:24:13+00:00,4540,Tower oscillation X level 2,36,2,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.0,0.0,False
Kelmarsh-6,Forced outage,2019-11-04T11:21:26+00:00,21,Manual stop - remote,36,38,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.02631578947368421,1.0,True
Kelmarsh-6,Forced outage,2019-11-04T17:44:08+00:00,3000,Frequency converter not ready,36,94,36,0.0,0.0,0.0,False,0.0,0.031914893617021274,0.0,True,0.027777777777777776,1.0,0.027777777777777776,True
Kelmarsh-6,Scheduled Maintenance,2019-11-21T09:12:46+00:00,20,Manual stop - on site,36,9,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,1.0,0.027777777777777776,True
Kelmarsh-6,Forced outage,2019-12-04T14:58:09+00:00,21,Manual stop - remote,36,2,36,0.0,0.0,0.0,False,0.0,0.0,0.0,False,0.0,0.5,0.027777777777777776,True
