farm,dataset_file,event_id,turbine_id,label,description,detector,feature_policy,n_rows,n_train,n_pred,n_event_rows,alarms_count,coverage_fbeta,accuracy,earliness_ws,max_criticality,event_detected,first_alarm_idx,first_alarm_in_window,lead_time_days,failure_classification
Wind Farm A,42.csv,42,turb_42,anomaly_event,,RAI_CHAMPION,care_native,53886,52303,1583,1007,75,0.2691,,0.0516,6,False,528,True,-3.67,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,10.csv,10,turb_10,anomaly_event,,RAI_CHAMPION,care_native,53592,52323,1269,981,70,0.2341,,0.0802,0,False,143,False,1.01,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,84.csv,84,turb_84,anomaly_event,,RAI_CHAMPION,care_native,53772,52335,1437,1005,74,1.0,,0.011,38,False,101,False,1.3,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,68.csv,68,turb_68,anomaly_event,,ZSCORE_REFERENCE,care_common,54358,52063,2295,2014,24,0.0074,,0.0,11,False,2006,True,-13.93,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,22.csv,22,turb_22,anomaly_event,,ZSCORE_REFERENCE,care_common,53036,51888,1148,1005,26,0.1173,,0.0345,0,False,11,True,-0.08,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,72.csv,72,turb_72,anomaly_event,,ZSCORE_REFERENCE,care_common,54082,52065,2017,1009,16,0.0746,,0.0104,0,False,1180,True,-5.19,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,73.csv,73,turb_73,anomaly_event,,ZSCORE_REFERENCE,care_common,54042,52313,1729,1009,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,0.csv,0,turb_0,anomaly_event,,ZSCORE_REFERENCE,care_common,54986,52148,2838,2012,21,0.0501,,0.0136,0,False,1044,True,-5.25,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,26.csv,26,turb_26,anomaly_event,,ZSCORE_REFERENCE,care_common,53702,52261,1441,1009,12,0.0568,,0.0159,0,False,446,True,-3.1,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,40.csv,40,turb_40,anomaly_event,,ZSCORE_REFERENCE,care_common,56158,51219,4939,4508,2,0.0012,,0.0003,1,False,683,True,-3.74,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,42.csv,42,turb_42,anomaly_event,,ZSCORE_REFERENCE,care_common,53886,52303,1583,1007,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,10.csv,10,turb_10,anomaly_event,,ZSCORE_REFERENCE,care_common,53592,52323,1269,981,13,0.063,,0.0147,0,False,385,True,-0.67,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,84.csv,84,turb_84,anomaly_event,,ZSCORE_REFERENCE,care_common,53772,52335,1437,1005,0,1.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,22.csv,22,turb_22,anomaly_event,,ZSCORE_REFERENCE,care_native,53036,51888,1148,1005,594,0.8523,,0.5189,28,False,4,True,-0.03,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,72.csv,72,turb_72,anomaly_event,,ZSCORE_REFERENCE,care_native,54082,52065,2017,1009,482,0.386,,0.1715,29,False,51,False,2.65,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,73.csv,73,turb_73,anomaly_event,,ZSCORE_REFERENCE,care_native,54042,52313,1729,1009,840,0.6243,,0.406,53,False,27,False,2.81,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,26.csv,26,turb_26,anomaly_event,,ZSCORE_REFERENCE,care_native,53702,52261,1441,1009,338,0.5726,,0.2067,20,False,2,True,-0.01,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,42.csv,42,turb_42,anomaly_event,,ZSCORE_REFERENCE,care_native,53886,52303,1583,1007,549,0.6903,,0.3284,29,False,23,True,-0.16,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm A,10.csv,10,turb_10,anomaly_event,,ZSCORE_REFERENCE,care_native,53592,52323,1269,981,322,0.583,,0.2911,1,False,6,False,1.96,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,34.csv,34,turb_34,anomaly_event,,CARE_PUBLISHED_IF,care_common,56564,52531,4033,3169,104,0.0414,,0.008,19,False,12,True,-0.08,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,19.csv,19,turb_19,anomaly_event,,CARE_PUBLISHED_IF,care_common,56274,52529,3745,2881,187,0.2155,,0.0527,11,False,18,False,0.88,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,34.csv,34,turb_34,anomaly_event,,CARE_PUBLISHED_IF,care_native,56564,52531,4033,3169,542,0.2379,,0.1005,3,False,197,True,-1.37,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,7.csv,7,turb_7,anomaly_event,,CARE_PUBLISHED_IF,care_native,57888,52559,5329,4465,115,0.0826,,0.024,4,False,133,False,0.08,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,53.csv,53,turb_53,anomaly_event,,CARE_PUBLISHED_IF,care_native,58607,52559,6048,6048,983,0.4966,,0.1767,6,False,48,True,-0.33,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,27.csv,27,turb_27,anomaly_event,,CARE_PUBLISHED_IF,care_native,62268,52331,9937,8785,1644,0.5304,,0.206,5,False,73,False,1.49,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,19.csv,19,turb_19,anomaly_event,,CARE_PUBLISHED_IF,care_native,56274,52529,3745,2881,332,0.235,,0.0786,1,False,1,False,0.99,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,77.csv,77,turb_77,anomaly_event,,CARE_PUBLISHED_IF,care_native,61776,52559,9217,8641,771,0.2908,,0.0676,8,False,245,False,1.3,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_CHAMPION,care_common,56564,52531,4033,3169,19,0.0016,,0.0008,17,False,206,True,-1.43,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_CHAMPION,care_common,56274,52529,3745,2881,21,0.0,,0.0018,11,False,19,False,0.87,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_CHAMPION,care_native,56564,52531,4033,3169,19,0.0016,,0.0008,17,False,206,True,-1.43,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_CHAMPION,care_native,56274,52529,3745,2881,21,0.0,,0.0018,11,False,19,False,0.87,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,34.csv,34,turb_34,anomaly_event,,ZSCORE_REFERENCE,care_common,56564,52531,4033,3169,5,0.0,,0.0,0,False,3404,False,-23.64,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,7.csv,7,turb_7,anomaly_event,,ZSCORE_REFERENCE,care_common,57888,52559,5329,4465,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,53.csv,53,turb_53,anomaly_event,,ZSCORE_REFERENCE,care_common,58607,52559,6048,6048,252,0.1747,,0.0456,12,False,212,True,-1.47,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,27.csv,27,turb_27,anomaly_event,,ZSCORE_REFERENCE,care_common,62268,52331,9937,8785,19,0.0094,,0.0023,1,False,2559,True,-15.77,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,19.csv,19,turb_19,anomaly_event,,ZSCORE_REFERENCE,care_common,56274,52529,3745,2881,26,0.0439,,0.0084,0,False,181,True,-0.26,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,77.csv,77,turb_77,anomaly_event,,ZSCORE_REFERENCE,care_common,61776,52559,9217,8641,9,0.0057,,0.0011,0,False,5425,True,-34.67,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm B,19.csv,19,turb_19,anomaly_event,,ZSCORE_REFERENCE,care_native,56274,52529,3745,2881,1762,0.6524,,0.4528,47,False,0,False,1.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,81.csv,81,turb_81,anomaly_event,,CARE_PUBLISHED_IF,care_common,53932,52560,1372,364,204,0.6239,,0.4315,46,False,267,True,-0.85,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,CARE_PUBLISHED_IF,care_common,53993,52416,1577,713,364,0.0436,,0.0208,12,False,16,True,-0.11,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,CARE_PUBLISHED_IF,care_common,55918,52560,3358,2926,125,0.1597,,0.0262,6,False,14,False,0.9,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,CARE_PUBLISHED_IF,care_common,54433,51696,2737,2449,290,0.3859,,0.1142,3,False,16,False,1.89,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,CARE_PUBLISHED_IF,care_common,53146,52560,586,298,16,0.1797,,0.0397,1,False,166,True,-1.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,CARE_PUBLISHED_IF,care_common,53014,51408,1606,598,131,0.0083,,0.0022,60,False,500,True,-0.47,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,CARE_PUBLISHED_IF,care_common,56029,52560,3469,3037,158,0.1466,,0.0411,25,False,270,False,1.12,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,CARE_PUBLISHED_IF,care_common,52615,51408,1207,919,4,0.0112,,0.0039,2,False,747,True,-3.19,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,CARE_PUBLISHED_IF,care_native,55753,52560,3193,2473,208,0.2333,,0.0938,64,False,17,False,1.88,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,81.csv,81,turb_81,anomaly_event,,CARE_PUBLISHED_IF,care_native,53932,52560,1372,364,147,0.1849,,0.1098,2,False,263,True,-0.83,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,CARE_PUBLISHED_IF,care_native,53993,52416,1577,713,182,0.0356,,0.0326,29,False,12,True,-0.08,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,CARE_PUBLISHED_IF,care_native,56107,52560,3547,3259,545,0.4274,,0.1075,50,False,2,True,-0.01,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,CARE_PUBLISHED_IF,care_native,55918,52560,3358,2926,493,0.3373,,0.1196,14,False,98,False,0.32,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,66.csv,66,turb_66,anomaly_event,,CARE_PUBLISHED_IF,care_native,53503,51696,1807,943,317,0.0,,0.0099,12,False,169,True,-1.17,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,CARE_PUBLISHED_IF,care_native,54433,51696,2737,2449,231,0.3218,,0.1169,13,False,52,False,1.64,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,CARE_PUBLISHED_IF,care_native,53146,52560,586,298,53,0.1269,,0.0331,5,False,66,True,-0.46,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,11.csv,11,turb_11,anomaly_event,,CARE_PUBLISHED_IF,care_native,56437,52416,4021,3157,700,0.5231,,0.2234,43,False,9,True,-0.06,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,CARE_PUBLISHED_IF,care_native,53014,51408,1606,598,131,0.2694,,0.019,2,False,382,False,0.35,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,31.csv,31,turb_31,anomaly_event,,CARE_PUBLISHED_IF,care_native,54589,52560,2029,1021,165,0.141,,0.0269,7,False,0,False,2.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,CARE_PUBLISHED_IF,care_native,61489,52560,8929,8353,1959,0.5685,,0.2367,24,False,12,False,0.92,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,91.csv,91,turb_91,anomaly_event,,CARE_PUBLISHED_IF,care_native,56608,52560,4048,2896,326,0.0394,,0.0274,54,False,91,False,0.37,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,5.csv,5,turb_5,anomaly_event,,CARE_PUBLISHED_IF,care_native,52795,52128,667,523,133,0.5585,,0.2237,10,False,9,False,0.94,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,90.csv,90,turb_90,anomaly_event,,CARE_PUBLISHED_IF,care_native,54880,52560,2320,1744,115,0.0642,,0.0378,45,False,659,True,-2.58,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,70.csv,70,turb_70,anomaly_event,,CARE_PUBLISHED_IF,care_native,56038,52560,3478,2902,161,0.1311,,0.0321,19,False,38,True,-0.26,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,CARE_PUBLISHED_IF,care_native,52615,51408,1207,919,337,0.7194,,0.2401,30,False,189,False,0.69,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,16.csv,16,turb_16,anomaly_event,,CARE_PUBLISHED_IF,care_native,53568,51264,2304,2160,66,0.363,,0.0302,7,False,55,True,-0.38,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,CARE_PUBLISHED_IF,care_native,52086,51264,822,246,69,0.0205,,0.1913,39,False,167,False,0.84,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,RAI_CHAMPION,care_common,55753,52560,3193,2473,97,0.0329,,0.0322,61,False,310,True,-0.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,RAI_CHAMPION,care_common,53993,52416,1577,713,18,0.0,,0.0081,5,False,22,True,-0.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,RAI_CHAMPION,care_common,56107,52560,3547,3259,124,0.0017,,0.0405,46,False,0,True,0.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,RAI_CHAMPION,care_common,55918,52560,3358,2926,84,0.0,,0.0383,37,False,1087,True,-6.55,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,66.csv,66,turb_66,anomaly_event,,RAI_CHAMPION,care_common,53503,51696,1807,943,46,0.0,,0.0651,39,False,224,True,-1.56,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,RAI_CHAMPION,care_common,54433,51696,2737,2449,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,RAI_CHAMPION,care_common,53146,52560,586,298,7,0.0,,0.0134,4,False,68,True,-0.47,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,RAI_CHAMPION,care_common,53014,51408,1606,598,60,0.0,,0.0,29,False,1300,False,-6.03,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,RAI_CHAMPION,care_common,61489,52560,8929,8353,150,0.0006,,0.0129,52,False,13,False,0.91,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,RAI_CHAMPION,care_common,56029,52560,3469,3037,41,0.0,,0.0012,24,False,2268,True,-12.75,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,RAI_CHAMPION,care_common,52615,51408,1207,919,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,RAI_CHAMPION,care_common,52086,51264,822,246,91,0.0,,0.1133,44,False,328,True,-0.28,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,RAI_CHAMPION,care_native,55753,52560,3193,2473,97,0.0329,,0.0322,61,False,310,True,-0.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,RAI_CHAMPION,care_native,53993,52416,1577,713,18,0.0,,0.0081,5,False,22,True,-0.15,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,RAI_CHAMPION,care_native,56107,52560,3547,3259,124,0.0017,,0.0405,46,False,0,True,0.0,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,RAI_CHAMPION,care_native,55918,52560,3358,2926,84,0.0,,0.0383,37,False,1087,True,-6.55,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,66.csv,66,turb_66,anomaly_event,,RAI_CHAMPION,care_native,53503,51696,1807,943,46,0.0,,0.0651,39,False,224,True,-1.56,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,RAI_CHAMPION,care_native,54433,51696,2737,2449,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,78.csv,78,turb_78,anomaly_event,,RAI_CHAMPION,care_native,53146,52560,586,298,7,0.0,,0.0134,4,False,68,True,-0.47,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,49.csv,49,turb_49,anomaly_event,,RAI_CHAMPION,care_native,53014,51408,1606,598,60,0.0,,0.0,29,False,1300,False,-6.03,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,67.csv,67,turb_67,anomaly_event,,RAI_CHAMPION,care_native,61489,52560,8929,8353,150,0.0006,,0.0129,52,False,13,False,0.91,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,9.csv,9,turb_9,anomaly_event,,RAI_CHAMPION,care_native,56029,52560,3469,3037,41,0.0,,0.0012,24,False,2268,True,-12.75,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,35.csv,35,turb_35,anomaly_event,,RAI_CHAMPION,care_native,52615,51408,1207,919,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,76.csv,76,turb_76,anomaly_event,,RAI_CHAMPION,care_native,52086,51264,822,246,91,0.0,,0.1133,44,False,328,True,-0.28,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,55.csv,55,turb_55,anomaly_event,,ZSCORE_REFERENCE,care_common,55753,52560,3193,2473,103,0.1693,,0.055,9,False,930,True,-4.46,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,81.csv,81,turb_81,anomaly_event,,ZSCORE_REFERENCE,care_common,53932,52560,1372,364,89,0.5453,,0.22,2,False,99,False,0.31,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,47.csv,47,turb_47,anomaly_event,,ZSCORE_REFERENCE,care_common,53993,52416,1577,713,156,0.0077,,0.0033,6,False,401,True,-2.78,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,12.csv,12,turb_12,anomaly_event,,ZSCORE_REFERENCE,care_common,56107,52560,3547,3259,3,0.0051,,0.0012,0,False,1331,True,-9.24,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,4.csv,4,turb_4,anomaly_event,,ZSCORE_REFERENCE,care_common,56449,52560,3889,2737,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,18.csv,18,turb_18,anomaly_event,,ZSCORE_REFERENCE,care_common,52848,51120,1728,576,64,0.0351,,0.0082,10,False,572,True,-1.97,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,28.csv,28,turb_28,anomaly_event,,ZSCORE_REFERENCE,care_common,55918,52560,3358,2926,0,0.0,,0.0,0,False,,False,,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,39.csv,39,turb_39,anomaly_event,,ZSCORE_REFERENCE,care_common,53727,52560,1167,735,5,0.0,,0.0068,4,False,744,True,-3.17,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,66.csv,66,turb_66,anomaly_event,,ZSCORE_REFERENCE,care_common,53503,51696,1807,943,19,0.15,,0.024,10,False,1,True,-0.01,not detected under the official CARE event criterion (max criticality < 72)
Wind Farm C,15.csv,15,turb_15,anomaly_event,,ZSCORE_REFERENCE,care_common,54433,51696,2737,2449,24,0.0456,,0.0078,0,False,173,False,0.8,not detected under the official CARE event criterion (max criticality < 72)
