farm,dataset_file,event_id,turbine_id,label,description,detector,feature_policy,n_rows,n_train,n_pred,n_event_rows,alarms_count,coverage_fbeta,accuracy,earliness_ws,max_criticality,event_detected,first_alarm_idx,first_alarm_in_window,lead_time_days
Wind Farm A,0.csv,0,turb_0,anomaly_event,,ZSCORE_REFERENCE,care_common,54986,52148,2838,2012,21,0.0501,,0.0136,0,False,1044,True,-5.25
Wind Farm A,26.csv,26,turb_26,anomaly_event,,ZSCORE_REFERENCE,care_common,53702,52261,1441,1009,12,0.0568,,0.0159,0,False,446,True,-3.1
Wind Farm A,40.csv,40,turb_40,anomaly_event,,ZSCORE_REFERENCE,care_common,56158,51219,4939,4508,2,0.0012,,0.0003,1,False,683,True,-3.74
Wind Farm A,42.csv,42,turb_42,anomaly_event,,ZSCORE_REFERENCE,care_common,53886,52303,1583,1007,0,0.0,,0.0,0,False,,False,
Wind Farm A,10.csv,10,turb_10,anomaly_event,,ZSCORE_REFERENCE,care_common,53592,52323,1269,981,13,0.063,,0.0147,0,False,385,True,-0.67
Wind Farm A,45.csv,45,turb_45,anomaly_event,,ZSCORE_REFERENCE,care_common,53739,52299,1440,1008,335,1.0,,0.3983,269,True,390,False,0.29
Wind Farm A,84.csv,84,turb_84,anomaly_event,,ZSCORE_REFERENCE,care_common,53772,52335,1437,1005,0,1.0,,0.0,0,False,,False,
Wind Farm A,68.csv,68,turb_68,anomaly_event,,ZSCORE_REFERENCE,care_native,54358,52063,2295,2014,1254,0.843,,0.5338,142,True,0,True,0.0
Wind Farm A,22.csv,22,turb_22,anomaly_event,,ZSCORE_REFERENCE,care_native,53036,51888,1148,1005,594,0.8523,,0.5189,28,False,4,True,-0.03
Wind Farm A,72.csv,72,turb_72,anomaly_event,,ZSCORE_REFERENCE,care_native,54082,52065,2017,1009,482,0.386,,0.1715,29,False,51,False,2.65
Wind Farm A,73.csv,73,turb_73,anomaly_event,,ZSCORE_REFERENCE,care_native,54042,52313,1729,1009,840,0.6243,,0.406,53,False,27,False,2.81
Wind Farm A,0.csv,0,turb_0,anomaly_event,,ZSCORE_REFERENCE,care_native,54986,52148,2838,2012,2018,0.7557,,0.6542,417,True,0,False,2.0
Wind Farm A,26.csv,26,turb_26,anomaly_event,,ZSCORE_REFERENCE,care_native,53702,52261,1441,1009,338,0.5726,,0.2067,20,False,2,True,-0.01
Wind Farm A,40.csv,40,turb_40,anomaly_event,,ZSCORE_REFERENCE,care_native,56158,51219,4939,4508,3148,0.8849,,0.5234,355,True,0,False,1.0
Wind Farm A,42.csv,42,turb_42,anomaly_event,,ZSCORE_REFERENCE,care_native,53886,52303,1583,1007,549,0.6903,,0.3284,29,False,23,True,-0.16
Wind Farm A,10.csv,10,turb_10,anomaly_event,,ZSCORE_REFERENCE,care_native,53592,52323,1269,981,322,0.583,,0.2911,1,False,6,False,1.96
Wind Farm A,45.csv,45,turb_45,anomaly_event,,ZSCORE_REFERENCE,care_native,53739,52299,1440,1008,720,1.0,,0.6002,395,True,6,False,2.96
Wind Farm A,84.csv,84,turb_84,anomaly_event,,ZSCORE_REFERENCE,care_native,53772,52335,1437,1005,456,1.0,,0.2662,97,True,0,False,2.0
Wind Farm B,34.csv,34,turb_34,anomaly_event,,CARE_PUBLISHED_IF,care_common,56564,52531,4033,3169,104,0.0414,,0.008,19,False,12,True,-0.08
Wind Farm B,7.csv,7,turb_7,anomaly_event,,CARE_PUBLISHED_IF,care_common,57888,52559,5329,4465,412,0.0526,,0.0472,279,True,92,False,0.36
Wind Farm B,53.csv,53,turb_53,anomaly_event,,CARE_PUBLISHED_IF,care_common,58607,52559,6048,6048,998,0.4089,,0.177,286,True,42,True,-0.29
Wind Farm B,27.csv,27,turb_27,anomaly_event,,CARE_PUBLISHED_IF,care_common,62268,52331,9937,8785,1214,0.0986,,0.0436,826,True,510,True,-1.54
Wind Farm B,19.csv,19,turb_19,anomaly_event,,CARE_PUBLISHED_IF,care_common,56274,52529,3745,2881,187,0.2155,,0.0527,11,False,18,False,0.88
Wind Farm B,77.csv,77,turb_77,anomaly_event,,CARE_PUBLISHED_IF,care_common,61776,52559,9217,8641,1013,0.0747,,0.0691,780,True,0,False,3.0
Wind Farm B,34.csv,34,turb_34,anomaly_event,,CARE_PUBLISHED_IF,care_native,56564,52531,4033,3169,542,0.2379,,0.1005,3,False,197,True,-1.37
Wind Farm B,7.csv,7,turb_7,anomaly_event,,CARE_PUBLISHED_IF,care_native,57888,52559,5329,4465,115,0.0826,,0.024,4,False,133,False,0.08
Wind Farm B,53.csv,53,turb_53,anomaly_event,,CARE_PUBLISHED_IF,care_native,58607,52559,6048,6048,983,0.4966,,0.1767,6,False,48,True,-0.33
Wind Farm B,27.csv,27,turb_27,anomaly_event,,CARE_PUBLISHED_IF,care_native,62268,52331,9937,8785,1644,0.5304,,0.206,5,False,73,False,1.49
Wind Farm B,19.csv,19,turb_19,anomaly_event,,CARE_PUBLISHED_IF,care_native,56274,52529,3745,2881,332,0.235,,0.0786,1,False,1,False,0.99
Wind Farm B,77.csv,77,turb_77,anomaly_event,,CARE_PUBLISHED_IF,care_native,61776,52559,9217,8641,771,0.2908,,0.0676,8,False,245,False,1.3
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_CHAMPION,care_common,56564,52531,4033,3169,19,0.0016,,0.0008,17,False,206,True,-1.43
Wind Farm B,7.csv,7,turb_7,anomaly_event,,RAI_CHAMPION,care_common,57888,52559,5329,4465,238,0.0047,,0.0307,112,True,135,False,0.06
Wind Farm B,53.csv,53,turb_53,anomaly_event,,RAI_CHAMPION,care_common,58607,52559,6048,6048,299,0.024,,0.0651,235,True,56,True,-0.39
Wind Farm B,27.csv,27,turb_27,anomaly_event,,RAI_CHAMPION,care_common,62268,52331,9937,8785,1015,0.0036,,0.0118,852,True,511,True,-1.55
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_CHAMPION,care_common,56274,52529,3745,2881,21,0.0,,0.0018,11,False,19,False,0.87
Wind Farm B,77.csv,77,turb_77,anomaly_event,,RAI_CHAMPION,care_common,61776,52559,9217,8641,723,0.0101,,0.0386,420,True,0,False,3.0
Wind Farm B,34.csv,34,turb_34,anomaly_event,,RAI_CHAMPION,care_native,56564,52531,4033,3169,19,0.0016,,0.0008,17,False,206,True,-1.43
Wind Farm B,7.csv,7,turb_7,anomaly_event,,RAI_CHAMPION,care_native,57888,52559,5329,4465,238,0.0047,,0.0307,112,True,135,False,0.06
Wind Farm B,53.csv,53,turb_53,anomaly_event,,RAI_CHAMPION,care_native,58607,52559,6048,6048,299,0.024,,0.0651,235,True,56,True,-0.39
Wind Farm B,27.csv,27,turb_27,anomaly_event,,RAI_CHAMPION,care_native,62268,52331,9937,8785,1015,0.0036,,0.0118,852,True,511,True,-1.55
Wind Farm B,19.csv,19,turb_19,anomaly_event,,RAI_CHAMPION,care_native,56274,52529,3745,2881,21,0.0,,0.0018,11,False,19,False,0.87
Wind Farm B,77.csv,77,turb_77,anomaly_event,,RAI_CHAMPION,care_native,61776,52559,9217,8641,723,0.0101,,0.0386,420,True,0,False,3.0
Wind Farm B,34.csv,34,turb_34,anomaly_event,,ZSCORE_REFERENCE,care_common,56564,52531,4033,3169,5,0.0,,0.0,0,False,3404,False,-23.64
Wind Farm B,7.csv,7,turb_7,anomaly_event,,ZSCORE_REFERENCE,care_common,57888,52559,5329,4465,0,0.0,,0.0,0,False,,False,
Wind Farm B,53.csv,53,turb_53,anomaly_event,,ZSCORE_REFERENCE,care_common,58607,52559,6048,6048,252,0.1747,,0.0456,12,False,212,True,-1.47
Wind Farm B,27.csv,27,turb_27,anomaly_event,,ZSCORE_REFERENCE,care_common,62268,52331,9937,8785,19,0.0094,,0.0023,1,False,2559,True,-15.77
Wind Farm B,19.csv,19,turb_19,anomaly_event,,ZSCORE_REFERENCE,care_common,56274,52529,3745,2881,26,0.0439,,0.0084,0,False,181,True,-0.26
Wind Farm B,77.csv,77,turb_77,anomaly_event,,ZSCORE_REFERENCE,care_common,61776,52559,9217,8641,9,0.0057,,0.0011,0,False,5425,True,-34.67
Wind Farm B,34.csv,34,turb_34,anomaly_event,,ZSCORE_REFERENCE,care_native,56564,52531,4033,3169,1996,0.613,,0.4369,110,True,3,True,-0.02
Wind Farm B,7.csv,7,turb_7,anomaly_event,,ZSCORE_REFERENCE,care_native,57888,52559,5329,4465,1999,0.6047,,0.3162,418,True,31,False,0.78
Wind Farm B,53.csv,53,turb_53,anomaly_event,,ZSCORE_REFERENCE,care_native,58607,52559,6048,6048,4500,0.9308,,0.7537,337,True,2,True,-0.01
Wind Farm B,27.csv,27,turb_27,anomaly_event,,ZSCORE_REFERENCE,care_native,62268,52331,9937,8785,6712,0.8821,,0.6934,1243,True,1,False,1.99
Wind Farm B,19.csv,19,turb_19,anomaly_event,,ZSCORE_REFERENCE,care_native,56274,52529,3745,2881,1762,0.6524,,0.4528,47,False,0,False,1.0
Wind Farm B,77.csv,77,turb_77,anomaly_event,,ZSCORE_REFERENCE,care_native,61776,52559,9217,8641,4760,0.7701,,0.4543,994,True,0,False,3.0
Wind Farm C,55.csv,55,turb_55,anomaly_event,,CARE_PUBLISHED_IF,care_common,55753,52560,3193,2473,291,0.2819,,0.1216,73,True,17,False,1.88
Wind Farm C,81.csv,81,turb_81,anomaly_event,,CARE_PUBLISHED_IF,care_common,53932,52560,1372,364,204,0.6239,,0.4315,46,False,267,True,-0.85
Wind Farm C,47.csv,47,turb_47,anomaly_event,,CARE_PUBLISHED_IF,care_common,53993,52416,1577,713,364,0.0436,,0.0208,12,False,16,True,-0.11
Wind Farm C,12.csv,12,turb_12,anomaly_event,,CARE_PUBLISHED_IF,care_common,56107,52560,3547,3259,330,0.1369,,0.0913,129,True,0,True,0.0
Wind Farm C,4.csv,4,turb_4,anomaly_event,,CARE_PUBLISHED_IF,care_common,56449,52560,3889,2737,212,0.1116,,0.0189,118,True,57,False,2.6
Wind Farm C,18.csv,18,turb_18,anomaly_event,,CARE_PUBLISHED_IF,care_common,52848,51120,1728,576,648,0.151,,0.0126,537,True,430,True,-0.99
Wind Farm C,28.csv,28,turb_28,anomaly_event,,CARE_PUBLISHED_IF,care_common,55918,52560,3358,2926,125,0.1597,,0.0262,6,False,14,False,0.9
Wind Farm C,39.csv,39,turb_39,anomaly_event,,CARE_PUBLISHED_IF,care_common,53727,52560,1167,735,347,0.0177,,0.3751,241,True,27,False,1.81
Wind Farm C,66.csv,66,turb_66,anomaly_event,,CARE_PUBLISHED_IF,care_common,53503,51696,1807,943,1028,0.0554,,0.7765,797,True,0,True,0.0
Wind Farm C,15.csv,15,turb_15,anomaly_event,,CARE_PUBLISHED_IF,care_common,54433,51696,2737,2449,290,0.3859,,0.1142,3,False,16,False,1.89
Wind Farm C,78.csv,78,turb_78,anomaly_event,,CARE_PUBLISHED_IF,care_common,53146,52560,586,298,16,0.1797,,0.0397,1,False,166,True,-1.15
Wind Farm C,79.csv,79,turb_79,anomaly_event,,CARE_PUBLISHED_IF,care_common,53281,52560,721,289,126,0.0,,0.2284,115,True,69,False,0.52
Wind Farm C,30.csv,30,turb_30,anomaly_event,,CARE_PUBLISHED_IF,care_common,56111,52560,3551,3263,2790,0.2158,,0.8195,2700,True,33,True,-0.23
Wind Farm C,33.csv,33,turb_33,anomaly_event,,CARE_PUBLISHED_IF,care_common,55873,52560,3313,2881,1091,0.5532,,0.3259,393,True,61,False,1.58
Wind Farm C,11.csv,11,turb_11,anomaly_event,,CARE_PUBLISHED_IF,care_common,56437,52416,4021,3157,1311,0.6787,,0.384,438,True,86,True,-0.6
Wind Farm C,44.csv,44,turb_44,anomaly_event,,CARE_PUBLISHED_IF,care_common,63003,52560,10443,9435,869,0.1019,,0.0559,369,True,0,False,1.0
Wind Farm C,49.csv,49,turb_49,anomaly_event,,CARE_PUBLISHED_IF,care_common,53014,51408,1606,598,131,0.0083,,0.0022,60,False,500,True,-0.47
Wind Farm C,31.csv,31,turb_31,anomaly_event,,CARE_PUBLISHED_IF,care_common,54589,52560,2029,1021,576,0.0828,,0.5936,313,True,66,False,1.54
Wind Farm C,67.csv,67,turb_67,anomaly_event,,CARE_PUBLISHED_IF,care_common,61489,52560,8929,8353,615,0.1862,,0.0553,92,True,0,False,1.0
Wind Farm C,9.csv,9,turb_9,anomaly_event,,CARE_PUBLISHED_IF,care_common,56029,52560,3469,3037,158,0.1466,,0.0411,25,False,270,False,1.12
Wind Farm C,91.csv,91,turb_91,anomaly_event,,CARE_PUBLISHED_IF,care_common,56608,52560,4048,2896,525,0.0741,,0.0432,246,True,300,True,-1.08
Wind Farm C,5.csv,5,turb_5,anomaly_event,,CARE_PUBLISHED_IF,care_common,52795,52128,667,523,298,0.0499,,0.275,160,True,0,False,1.0
Wind Farm C,90.csv,90,turb_90,anomaly_event,,CARE_PUBLISHED_IF,care_common,54880,52560,2320,1744,343,0.1071,,0.13,220,True,68,False,1.53
Wind Farm C,70.csv,70,turb_70,anomaly_event,,CARE_PUBLISHED_IF,care_common,56038,52560,3478,2902,195,0.0681,,0.0279,97,True,6,True,-0.04
Wind Farm C,35.csv,35,turb_35,anomaly_event,,CARE_PUBLISHED_IF,care_common,52615,51408,1207,919,4,0.0112,,0.0039,2,False,747,True,-3.19
Wind Farm C,16.csv,16,turb_16,anomaly_event,,CARE_PUBLISHED_IF,care_common,53568,51264,2304,2160,1458,0.0322,,0.7362,1114,True,121,True,-0.84
Wind Farm C,76.csv,76,turb_76,anomaly_event,,CARE_PUBLISHED_IF,care_common,52086,51264,822,246,144,0.0,,0.2014,135,True,39,False,1.73
Wind Farm C,55.csv,55,turb_55,anomaly_event,,CARE_PUBLISHED_IF,care_native,55753,52560,3193,2473,208,0.2333,,0.0938,64,False,17,False,1.88
Wind Farm C,81.csv,81,turb_81,anomaly_event,,CARE_PUBLISHED_IF,care_native,53932,52560,1372,364,147,0.1849,,0.1098,2,False,263,True,-0.83
Wind Farm C,47.csv,47,turb_47,anomaly_event,,CARE_PUBLISHED_IF,care_native,53993,52416,1577,713,182,0.0356,,0.0326,29,False,12,True,-0.08
Wind Farm C,12.csv,12,turb_12,anomaly_event,,CARE_PUBLISHED_IF,care_native,56107,52560,3547,3259,545,0.4274,,0.1075,50,False,2,True,-0.01
Wind Farm C,4.csv,4,turb_4,anomaly_event,,CARE_PUBLISHED_IF,care_native,56449,52560,3889,2737,330,0.2268,,0.0386,81,True,550,True,-0.82
Wind Farm C,18.csv,18,turb_18,anomaly_event,,CARE_PUBLISHED_IF,care_native,52848,51120,1728,576,326,0.0051,,0.0097,131,True,0,False,2.0
Wind Farm C,28.csv,28,turb_28,anomaly_event,,CARE_PUBLISHED_IF,care_native,55918,52560,3358,2926,493,0.3373,,0.1196,14,False,98,False,0.32
Wind Farm C,39.csv,39,turb_39,anomaly_event,,CARE_PUBLISHED_IF,care_native,53727,52560,1167,735,269,0.1628,,0.1879,123,True,44,False,1.69
Wind Farm C,66.csv,66,turb_66,anomaly_event,,CARE_PUBLISHED_IF,care_native,53503,51696,1807,943,317,0.0,,0.0099,12,False,169,True,-1.17
Wind Farm C,15.csv,15,turb_15,anomaly_event,,CARE_PUBLISHED_IF,care_native,54433,51696,2737,2449,231,0.3218,,0.1169,13,False,52,False,1.64
Wind Farm C,78.csv,78,turb_78,anomaly_event,,CARE_PUBLISHED_IF,care_native,53146,52560,586,298,53,0.1269,,0.0331,5,False,66,True,-0.46
Wind Farm C,79.csv,79,turb_79,anomaly_event,,CARE_PUBLISHED_IF,care_native,53281,52560,721,289,140,0.0211,,0.2321,119,True,22,False,0.85
Wind Farm C,30.csv,30,turb_30,anomaly_event,,CARE_PUBLISHED_IF,care_native,56111,52560,3551,3263,2879,0.4811,,0.8382,2730,True,92,True,-0.64
Wind Farm C,33.csv,33,turb_33,anomaly_event,,CARE_PUBLISHED_IF,care_native,55873,52560,3313,2881,555,0.4296,,0.1422,87,True,5,False,1.97
Wind Farm C,11.csv,11,turb_11,anomaly_event,,CARE_PUBLISHED_IF,care_native,56437,52416,4021,3157,700,0.5231,,0.2234,43,False,9,True,-0.06
Wind Farm C,44.csv,44,turb_44,anomaly_event,,CARE_PUBLISHED_IF,care_native,63003,52560,10443,9435,4015,0.6953,,0.3486,533,True,88,False,0.39
Wind Farm C,49.csv,49,turb_49,anomaly_event,,CARE_PUBLISHED_IF,care_native,53014,51408,1606,598,131,0.2694,,0.019,2,False,382,False,0.35
Wind Farm C,31.csv,31,turb_31,anomaly_event,,CARE_PUBLISHED_IF,care_native,54589,52560,2029,1021,165,0.141,,0.0269,7,False,0,False,2.0
Wind Farm C,67.csv,67,turb_67,anomaly_event,,CARE_PUBLISHED_IF,care_native,61489,52560,8929,8353,1959,0.5685,,0.2367,24,False,12,False,0.92
Wind Farm C,9.csv,9,turb_9,anomaly_event,,CARE_PUBLISHED_IF,care_native,56029,52560,3469,3037,3400,0.9114,,0.9997,156,True,0,False,3.0
Wind Farm C,91.csv,91,turb_91,anomaly_event,,CARE_PUBLISHED_IF,care_native,56608,52560,4048,2896,326,0.0394,,0.0274,54,False,91,False,0.37
Wind Farm C,5.csv,5,turb_5,anomaly_event,,CARE_PUBLISHED_IF,care_native,52795,52128,667,523,133,0.5585,,0.2237,10,False,9,False,0.94
Wind Farm C,90.csv,90,turb_90,anomaly_event,,CARE_PUBLISHED_IF,care_native,54880,52560,2320,1744,115,0.0642,,0.0378,45,False,659,True,-2.58
Wind Farm C,70.csv,70,turb_70,anomaly_event,,CARE_PUBLISHED_IF,care_native,56038,52560,3478,2902,161,0.1311,,0.0321,19,False,38,True,-0.26
Wind Farm C,35.csv,35,turb_35,anomaly_event,,CARE_PUBLISHED_IF,care_native,52615,51408,1207,919,337,0.7194,,0.2401,30,False,189,False,0.69
Wind Farm C,16.csv,16,turb_16,anomaly_event,,CARE_PUBLISHED_IF,care_native,53568,51264,2304,2160,66,0.363,,0.0302,7,False,55,True,-0.38
Wind Farm C,76.csv,76,turb_76,anomaly_event,,CARE_PUBLISHED_IF,care_native,52086,51264,822,246,69,0.0205,,0.1913,39,False,167,False,0.84
Wind Farm C,55.csv,55,turb_55,anomaly_event,,RAI_CHAMPION,care_common,55753,52560,3193,2473,97,0.0329,,0.0322,61,False,310,True,-0.15
Wind Farm C,81.csv,81,turb_81,anomaly_event,,RAI_CHAMPION,care_common,53932,52560,1372,364,157,0.0,,0.2677,151,True,323,True,-1.24
Wind Farm C,47.csv,47,turb_47,anomaly_event,,RAI_CHAMPION,care_common,53993,52416,1577,713,18,0.0,,0.0081,5,False,22,True,-0.15
Wind Farm C,12.csv,12,turb_12,anomaly_event,,RAI_CHAMPION,care_common,56107,52560,3547,3259,124,0.0017,,0.0405,46,False,0,True,0.0
Wind Farm C,4.csv,4,turb_4,anomaly_event,,RAI_CHAMPION,care_common,56449,52560,3889,2737,186,0.0,,0.002,155,True,608,True,-1.22
Wind Farm C,18.csv,18,turb_18,anomaly_event,,RAI_CHAMPION,care_common,52848,51120,1728,576,555,0.0,,0.0005,485,True,841,True,-3.84
Wind Farm C,28.csv,28,turb_28,anomaly_event,,RAI_CHAMPION,care_common,55918,52560,3358,2926,84,0.0,,0.0383,37,False,1087,True,-6.55
Wind Farm C,39.csv,39,turb_39,anomaly_event,,RAI_CHAMPION,care_common,53727,52560,1167,735,430,0.0,,0.5091,375,True,501,True,-1.48
Wind Farm C,66.csv,66,turb_66,anomaly_event,,RAI_CHAMPION,care_common,53503,51696,1807,943,46,0.0,,0.0651,39,False,224,True,-1.56
Wind Farm C,15.csv,15,turb_15,anomaly_event,,RAI_CHAMPION,care_common,54433,51696,2737,2449,0,0.0,,0.0,0,False,,False,
