farm,turbine,dataset,condition,model,label,description,detected,first_alarm_ts,first_alarm_care_id,lead_time_days,maximum_criticality,alarm_count,coverage_fbeta,earliness,accuracy
Wind Farm C,CARE-WT-43,61,cross_turbine,isolation_forest,normal_behavior,,False,2023-05-05 00:00:00+00:00,52560,0.0,1,84,,,0.9719
Wind Farm C,CARE-WT-43,93,cross_turbine,isolation_forest,normal_behavior,,False,2023-08-02 01:40:00+00:00,52763,0.0,1,78,,,0.9771
Wind Farm C,CARE-WT-44,75,target_specific,isolation_forest,normal_behavior,,False,2023-04-30 16:50:00+00:00,52594,0.0,8,164,,,0.9557
Wind Farm C,CARE-WT-44,75,cross_turbine,isolation_forest,normal_behavior,,False,2023-04-30 16:50:00+00:00,52594,0.0,7,84,,,0.9778
Wind Farm C,CARE-WT-5,89,target_specific,isolation_forest,normal_behavior,,False,2023-03-05 16:00:00+00:00,51929,0.0,5,509,,,0.8154
Wind Farm C,CARE-WT-5,89,cross_turbine,isolation_forest,normal_behavior,,False,2023-03-05 08:50:00+00:00,51886,0.0,10,351,,,0.8752
Wind Farm C,CARE-WT-50,8,target_specific,isolation_forest,normal_behavior,,False,2023-08-21 22:30:00+00:00,52593,0.0,3,174,,,0.9264
Wind Farm C,CARE-WT-50,8,cross_turbine,isolation_forest,normal_behavior,,False,2023-08-21 18:40:00+00:00,52570,0.0,2,172,,,0.9242
Wind Farm C,CARE-WT-52,54,target_specific,isolation_forest,normal_behavior,,False,2023-01-30 12:20:00+00:00,52578,0.0,44,927,,,0.7045
Wind Farm C,CARE-WT-52,43,target_specific,isolation_forest,normal_behavior,,False,2023-08-12 16:00:00+00:00,52637,0.0,4,186,,,0.9344
Wind Farm C,CARE-WT-52,54,cross_turbine,isolation_forest,normal_behavior,,False,2023-01-30 11:00:00+00:00,52570,0.0,40,1186,,,0.6163
Wind Farm C,CARE-WT-52,43,cross_turbine,isolation_forest,normal_behavior,,False,2023-08-12 16:00:00+00:00,52637,0.0,4,206,,,0.9262
Wind Farm C,CARE-WT-53,1,target_specific,isolation_forest,normal_behavior,,False,2023-09-30 00:00:00+00:00,51408,0.0,3,250,,,0.8873
Wind Farm C,CARE-WT-53,20,target_specific,isolation_forest,normal_behavior,,False,2023-07-12 02:20:00+00:00,51559,0.0,0,39,,,0.9843
Wind Farm C,CARE-WT-53,60,target_specific,isolation_forest,normal_behavior,,False,2023-02-13 05:30:00+00:00,51984,0.0,54,1149,,,0.5421
Wind Farm C,CARE-WT-53,1,cross_turbine,isolation_forest,normal_behavior,,False,2023-09-30 00:00:00+00:00,51408,0.0,8,155,,,0.934
Wind Farm C,CARE-WT-53,20,cross_turbine,isolation_forest,normal_behavior,,False,2023-07-12 02:20:00+00:00,51559,0.0,0,24,,,0.9904
Wind Farm C,CARE-WT-53,60,cross_turbine,isolation_forest,normal_behavior,,False,2023-02-13 06:30:00+00:00,51990,0.0,56,681,,,0.7395
Wind Farm C,CARE-WT-55,88,target_specific,isolation_forest,normal_behavior,,False,2023-09-30 04:10:00+00:00,52585,0.0,23,132,,,0.9747
Wind Farm C,CARE-WT-55,57,target_specific,isolation_forest,normal_behavior,,False,2023-04-25 10:40:00+00:00,52734,0.0,7,90,,,0.9654
Wind Farm C,CARE-WT-55,88,cross_turbine,isolation_forest,normal_behavior,,False,2023-09-30 04:10:00+00:00,52585,0.0,19,90,,,0.9798
Wind Farm C,CARE-WT-55,57,cross_turbine,isolation_forest,normal_behavior,,False,2023-04-25 10:30:00+00:00,52733,0.0,7,50,,,0.9821
Wind Farm C,CARE-WT-56,63,target_specific,isolation_forest,normal_behavior,,False,2023-07-05 23:20:00+00:00,52561,0.0,7,203,,,0.9156
Wind Farm C,CARE-WT-56,63,cross_turbine,isolation_forest,normal_behavior,,False,2023-07-05 23:20:00+00:00,52561,0.0,7,197,,,0.9182
Wind Farm C,CARE-WT-13,29,target_specific,zscore_threshold,normal_behavior,,False,2023-03-11 05:30:00+00:00,53301,0.0,1,79,,,0.9658
Wind Farm C,CARE-WT-13,29,cross_turbine,zscore_threshold,normal_behavior,,False,2023-03-11 05:30:00+00:00,53301,0.0,1,74,,,0.968
Wind Farm C,CARE-WT-14,85,target_specific,zscore_threshold,normal_behavior,,False,2023-01-11 05:10:00+00:00,50928,0.0,0,95,,,0.9391
Wind Farm C,CARE-WT-14,85,cross_turbine,zscore_threshold,normal_behavior,,False,2023-01-11 04:20:00+00:00,50923,0.0,1,116,,,0.927
Wind Farm C,CARE-WT-15,64,target_specific,zscore_threshold,normal_behavior,,False,2023-09-30 00:00:00+00:00,53709,0.0,1,21,,,0.9892
Wind Farm C,CARE-WT-15,64,cross_turbine,zscore_threshold,normal_behavior,,False,2023-09-30 00:20:00+00:00,53711,0.0,1,10,,,0.9951
Wind Farm C,CARE-WT-16,65,target_specific,zscore_threshold,normal_behavior,,False,2023-11-07 18:40:00+00:00,53222,0.0,2,91,,,0.9735
Wind Farm C,CARE-WT-16,65,cross_turbine,zscore_threshold,normal_behavior,,False,2023-11-07 18:40:00+00:00,53222,0.0,2,83,,,0.9759
Wind Farm C,CARE-WT-23,80,target_specific,zscore_threshold,normal_behavior,,False,2023-10-22 16:50:00+00:00,54808,0.0,1,10,,,0.9961
Wind Farm C,CARE-WT-23,37,target_specific,zscore_threshold,normal_behavior,,False,2023-03-05 01:50:00+00:00,52463,0.0,7,93,,,0.9649
Wind Farm C,CARE-WT-23,80,cross_turbine,zscore_threshold,normal_behavior,,False,2023-10-22 17:00:00+00:00,54809,0.0,0,4,,,0.9983
Wind Farm C,CARE-WT-23,37,cross_turbine,zscore_threshold,normal_behavior,,False,2023-03-05 02:10:00+00:00,52465,0.0,7,79,,,0.9703
Wind Farm C,CARE-WT-32,59,target_specific,zscore_threshold,normal_behavior,,False,2023-02-18 11:40:00+00:00,52342,0.0,0,12,,,0.9956
Wind Farm C,CARE-WT-32,59,cross_turbine,zscore_threshold,normal_behavior,,False,2023-02-18 11:40:00+00:00,52342,0.0,0,12,,,0.9956
Wind Farm C,CARE-WT-33,41,target_specific,zscore_threshold,normal_behavior,,False,2023-01-14 06:20:00+00:00,51416,0.0,1,49,,,0.9885
Wind Farm C,CARE-WT-33,41,cross_turbine,zscore_threshold,normal_behavior,,False,2023-01-14 05:20:00+00:00,51410,0.0,1,89,,,0.9795
Wind Farm C,CARE-WT-35,58,target_specific,zscore_threshold,normal_behavior,,False,2023-10-19 18:00:00+00:00,53480,0.0,0,1,,,0.9995
Wind Farm C,CARE-WT-35,58,cross_turbine,zscore_threshold,normal_behavior,,False,2023-10-19 18:00:00+00:00,53480,0.0,0,1,,,0.9995
Wind Farm C,CARE-WT-43,93,target_specific,zscore_threshold,normal_behavior,,False,2023-08-21 20:30:00+00:00,55612,0.0,7,7,,,1.0
Wind Farm C,CARE-WT-5,89,target_specific,zscore_threshold,normal_behavior,,False,2023-03-06 01:40:00+00:00,51987,0.0,4,97,,,0.9657
Wind Farm C,CARE-WT-5,89,cross_turbine,zscore_threshold,normal_behavior,,False,2023-03-06 02:20:00+00:00,51991,0.0,4,74,,,0.9742
Wind Farm C,CARE-WT-52,54,target_specific,zscore_threshold,normal_behavior,,False,2023-02-08 05:40:00+00:00,53834,0.0,14,320,,,0.9006
Wind Farm C,CARE-WT-52,54,cross_turbine,zscore_threshold,normal_behavior,,False,2023-02-08 05:50:00+00:00,53835,0.0,3,227,,,0.927
Wind Farm C,CARE-WT-53,1,target_specific,zscore_threshold,normal_behavior,,False,2023-09-30 00:30:00+00:00,51411,0.0,0,7,,,0.9967
Wind Farm C,CARE-WT-53,60,target_specific,zscore_threshold,normal_behavior,,False,2023-02-15 10:10:00+00:00,52300,0.0,30,223,,,0.9217
Wind Farm C,CARE-WT-53,1,cross_turbine,zscore_threshold,normal_behavior,,False,2023-09-30 00:30:00+00:00,51411,0.0,0,6,,,0.9972
Wind Farm C,CARE-WT-53,60,cross_turbine,zscore_threshold,normal_behavior,,False,2023-02-15 09:00:00+00:00,52293,0.0,33,317,,,0.8834
